original_colname,normalized_colname
NLR_GREATER_THAN_4_DOT_73,nlr_greater_than_4_dot_73
NMF_CLUSTER,nmf_cluster
NMF_CLUSTER_MEMBERSHIP,nmf_cluster_membership
NMF_CLUSTER_MEMBERSHIP_SCORE,nmf_cluster_membership_score
NMF_CONSENSUS,nmf_consensus
NMF_SUBTYPE,nmf_subtype
NMF_SUBTYPE_CORE,nmf_subtype_core
NMF_SUBTYPE_MEMBERSHIP_SCORE,nmf_subtype_membership_score
NO_OF_MUTATIONS,no_of_mutations
NO_OF_MUTATIONS_WITH_STRONG_BINDING_NEOANTIGENS,no_of_mutations_with_strong_binding_neoantigens
NODAL_STAGE,nodal_stage
NODAL_STATUS,nodal_status
NODE_CODED,node_coded
NODES,nodes
NODES_EX,nodes_ex
NODULE_NUMBER,nodule_number
NODULE_SIZE,nodule_size
NON_AML_MDSMPN_DIAGNOSIS_AT_ACQUISITION,non_acute_myeloid_leukemia_mdsmpn_diagnosis_at_acquisition
NON_AML_MDSMPN_SPECIFIC_DX_AT_ACQUISITION,non_acute_myeloid_leukemia_mdsmpn_specific_diagnosis_at_acquisition
NON_NEOPLASTIC_DUCT,non_neoplastic_duct
NON_SILENT_MUT_TP53_ATRX_CIC_FUBP1,non_silent_mutation_tumor_protein_p53_atrx_cic_fubp1
NON_SILENT_MUTATION,non_silent_mutation
NON_TARGET_PROG_ONLY,non_target_prog_only
NON_VIRAL,non_viral
NONSILENT_DENSITY_AGE_FIT,nonsilent_density_age_fit
NONSILENT_RATE,nonsilent_rate
NONSTOP_MUTATION,nonstop_mutation
NONSYNONYMOUS_MUTATION_RATE,nonsynonymous_mutation_rate
NONSYNS_CLONAL,nonsyns_clonal
NONSYNS_SUBCLONAL,nonsyns_subclonal
NONSYNS_UNEVAL,nonsyns_uneval
NOREPINEPHRINE,norepinephrine
NORMAL_EXOME_DEPTH,normal_exome_depth
NORMAL_GENOME_LIBRARY,normal_genome_library
NORMALS_USE,normals_use
NORMETANEPHRINE,normetanephrine
NOTCH,notch
NPI,npi
NPM_MUTATION,npm_mutation
NPM1,npm1
NPM1_CONSENSUS_CALL,npm1_consensus_call
NRAS_MUTATION,neuroblastoma_ras_viral_oncogene_mutation
NRAS_STATUS,neuroblastoma_ras_viral_oncogene_status
NRF2,nrf2
NRPCC,nrpcc
NT_RESPONDER,nt_responder
NTE_ER_STATUS_IHC__POSITIVE,nte_estrogen_receptor_status_immunohistochemistry_positive
NTE_ER_STATUS_IHC_POSITIVE,nte_estrogen_receptor_status_immunohistochemistry_positive
NTE_HER2_STATUS_IHC__POSITIVE,nte_human_epidermal_growth_factor_receptor_2_status_immunohistochemistry_positive
NTE_HER2_STATUS_IHC_POSITIVE,nte_human_epidermal_growth_factor_receptor_2_status_immunohistochemistry_positive
NTE_LESION_PATHOLOGIC_DEPTH,nte_lesion_pathologic_depth
NTE_LESION_PATHOLOGIC_LENGTH,nte_lesion_pathologic_length
NTE_LESION_PATHOLOGIC_WIDTH,nte_lesion_pathologic_width
NTE_LESION_RADIOLOGIC_DEPTH,nte_lesion_radiologic_depth
NTE_LESION_RADIOLOGIC_LENGTH,nte_lesion_radiologic_length
NTE_LESION_RADIOLOGIC_WIDTH,nte_lesion_radiologic_width
NTE_PR_STATUS_IHC__POSITIVE,nte_progesterone_receptor_status_immunohistochemistry_positive
NTE_PR_STATUS_IHC_POSITIVE,nte_progesterone_receptor_status_immunohistochemistry_positive
NTELOMERIC_AI,ntelomeric_ai
NTELOMERIC_AI_SIZE,ntelomeric_ai_size
NTELOMERIC_LOH,ntelomeric_loss_of_heterozygosity
NUCLEAR_GRADE_III_IV,nuclear_grade_iii_iv
NUM_DBSNP_MUTATIONS,number_dbsnp_mutations
NUM_DRIVER_SCNA,number_driver_scna
NUM_DRIVER_SV,number_driver_structural_variant
NUM_EXTRANODAL_SITES,number_extranodal_sites
NUM_FULL_TERM_PREGNANCIES,number_full_term_pregnancies
NUM_LINES,number_lines
NUM_LINES_CHEMO,number_lines_chemo
NUM_LINES_HORMONE,number_lines_hormone
NUM_LINES_IMMUNO,number_lines_immuno
NUM_LINES_IODINE,number_lines_iodine
NUM_LINES_NTRK,number_lines_ntrk
NUM_LINES_TARGETED,number_lines_targeted
NUM_MUT_APOBEC,number_mutation_apobec
NUM_MUT_CPGT,number_mutation_cpgt
NUM_MUT_DBSNP,number_mutation_dbsnp
NUM_PRIOR_THERAPIES,number_prior_therapies
NUM_PROTEIN_ALTERING_MUTATIONS,number_protein_altering_mutations
NUM_SAMPLES_CAPTURE_MULTIPLEX,number_samples_capture_multiplex
NUM_TCRB_CLONES,number_tcrb_clones
NUM_TCRB_TEMPLATE,number_tcrb_template
NUMBER_OF_CLONAL_MUTATIONS_WITH_BINDING_NEOANTIGENS,number_of_clonal_mutations_with_binding_neoantigens
NUMBER_OF_CYCLES_FLUORO-PYRIMIDINE,number_of_cycles_fluoro-pyrimidine
NUMBER_OF_CYCLES_PEMBROLIZUMAB,number_of_cycles_pembrolizumab
NUMBER_OF_CYCLES_PLATINUM,number_of_cycles_platinum
NUMBER_OF_CYCLES_TRASTUZUMAB,number_of_cycles_trastuzumab
NUMBER_OF_LINES_OF_TREATMENT_FOR_MET_DISEASE,number_of_lines_of_treatment_for_met_proto_oncogene_receptor_tyrosine_kinase_disease
NUMBER_OF_LYMPH_NODES_EXAMINED,number_of_lymph_nodes_examined
NUMBER_OF_LYMPH_NODES_POSITIVE_FOR_TUMOR,number_of_lymph_nodes_positive_for_tumor
NUMBER_OF_LYMPHNODES_POSITIVE,number_of_lymphnodes_positive
NUMBER_OF_MUTATIONS,number_of_mutations
NUMBER_OF_MUTATIONS_WITH_BINDING_NEOANTIGENS,number_of_mutations_with_binding_neoantigens
NUMBER_OF_MUTATIONS_WITH_WEAK_BINDING_NEOANTIGENS,number_of_mutations_with_weak_binding_neoantigens
NUMBER_OF_NON_SYNONYMOUS_MUTATIONS,number_of_non_synonymous_mutations
NUMBER_OF_PD1_INHIBITOR_INJECTIONS,number_of_programmed_cell_death_protein_1_inhibitor_injections
NUMBER_OF_PRIOR_RECURRENCES,number_of_prior_recurrences
NUMBER_OF_RELATIVES_DIAGNOSED,number_of_relatives_diagnosed
NUMBER_OF_RELATIVES_WITH_STOMACH_CANCER,number_of_relatives_with_stomach_cancer
NUMBER_OF_SITES,number_of_sites
NUMBER_SOMATIC_MUTATIONS,number_somatic_mutations
NUP98_NSD1,nup98_nsd1
OFF_ARSI,off_arsi
OFF_TREATMENT,off_treatment
OFFICIAL_PATH,official_pathologic
ON_STUDY,on_study
ON_TREATMENT,on_treatment
ONCOPRINT,oncoprint
ONCOTREE CODE,oncotree code
ONCOTREE_CODE_CANCER_TYPE,oncotree_code_cancer_type
ONCOTREE_PATIENT,oncotree_patient
ONGOING_STATUS,ongoing_status
ONGOING_TREATMENT,ongoing_treatment
OPTIC_NERVE_INV,optic_nerve_inv
OR_TIME,or_time
ORAL_CONTRACEPTION,oral_contraception
ORIGINAL_DIAGNOSIS_AT_IMPLANT,original_diagnosis_at_implant
ORIGINAL_SUBTYPE,original_subtype
OS_CENSOR,overall_survival_censor
OS_FROM_PD1I_MONTHS,overall_survival_from_pd1i_months
OS_FROM_PD1I_STATUS,overall_survival_from_pd1i_status
OS_FROM_SURGERY_MONTHS,overall_survival_from_surgery_months
OS_INT,overall_survival_int
OS_IO,overall_survival_io
OS_MONTHS_ADDITIONAL,overall_survival_months_additional
OS_MONTHS_DIAG_TO_COLL,overall_survival_months_diag_to_coll
OS_MONTHS_DIAGNOSIS_TO_FU,overall_survival_months_diagnosis_to_fu
OS_MONTHS_DMT,overall_survival_months_dmt
OS_MONTHS_FROM_RX,overall_survival_months_from_rx
OS_MONTHS_STAGE_IV,overall_survival_months_stage_iv
OS_NEO_MONTHS,overall_survival_neo_months
OS_NEO_STATUS,overall_survival_neo_status
OS_SMP_MONTHS,overall_survival_smp_months
OS_SORAFENIB,overall_survival_sorafenib
OS_STATUS_DMT,overall_survival_status_dmt
OS_STATUS_IO,overall_survival_status_io
OS_STATUS_SORAFENIB,overall_survival_status_sorafenib
OTHER_CANCER_HISTORY,other_cancer_history
OTHER_CANCER_TYPE,other_cancer_type
OTHER_CONCURRENT_THERAPY,other_concurrent_therapy
OTHER_CYTOGENETICS,other_cytogenetics
OTHER_DISEASES,other_diseases
OTHER_DNP,other_dnp
OTHER_FSM,other_fsm
OTHER_HYSTERECTOMY_TYPE,other_hysterectomy_type
OTHER_IHC_SPECIFY,other_immunohistochemistry_specify
OTHER_IMMUNOSUPPRESSIVE_DISEASE,other_immunosuppressive_disease
OTHER_INVOLVED_MARGINS,other_involved_margins
OTHER_MLL,other_mll
OTHER_POS_NODE_LOCATION,other_positive_node_location
OTHER_SITES_OF_METS,other_sites_of_mets
OTHER_SKIN_TUMORS,other_skin_tumors
OTHER_TREATMENT_RESPONSE,other_treatment_response
OVERALL_HER2_STATUS,overall_human_epidermal_growth_factor_receptor_2_status
OVERALL_HER2_STATUS_PATIENT,overall_human_epidermal_growth_factor_receptor_2_status_patient
OVERALL_HR_STATUS_PATIENT,overall_hr_status_patient
OVERALL_RECEPTOR_STATUS_PATIENT,overall_receptor_status_patient
OVERALL_SURVIVAL_MONTHS,overall_survival_months
OVERALL_TUMOR_GRADE,overall_tumor_grade
P16_ISH,p16_ish
P53_GENE_ANALYSIS,p53_gene_analysis
PACK_YEARS,pack_years
PAM50,pam50
PAN_GLIOMA_DNA_METHYLATION_CLUSTER,pan_glioma_deoxyribonucleic_acid_methylation_cluster
PAN_GLIOMA_RNA_EXPRESSION_CLUSTER,pan_glioma_ribonucleic_acid_expression_cluster
PAO_FSM,pao_fsm
PARADIGM_CLUSTER,paradigm_cluster
PAROTID_LN,parotid_ln
PARTICIPANT_COUNTRY,participant_country
PASSIVE_SMOKING,passive_smoking
PATH_CANCER_MAX_DIM_CM,pathologic_cancer_maximum_dim_centimeters
PATH_DIAG_TO_DEATH_DAYS,pathologic_diag_to_death_days
PATH_DIAG_TO_LAST_CONTACT_DAYS,pathologic_diag_to_last_contact_days
PATH_DIAG_TO_TUMOR_REOCCUR_DAYS,pathologic_diag_to_tumor_reoccur_days
PATH_DX_MSK,pathologic_diagnosis_memorial_sloan_kettering
PATH_GLEASON_SCORE,pathologic_gleason_score
PATH_GLEASON_SCORE_1,pathologic_gleason_score_1
PATH_GLEASON_SCORE_2,pathologic_gleason_score_2
PATH_STAGE_DIST_METS-PM,pathologic_stage_dist_mets-pm
PATH_STAGE_PRIMARY_TUMOR-PT,pathologic_stage_primary_tumor-pt
PATH_STAGE_REG_LYMPH_NODES-PN,pathologic_stage_regulatory_lymph_nodes-pn
PATHOLOGIC_DISTANT_SPREAD,pathologic_distant_spread
PATHOLOGIC_DOWNSTAGING,pathologic_downstaging
PATHOLOGIC_PRIMARY_TUMOR_STAGE,pathologic_primary_tumor_stage
PATHOLOGIC_SPREAD_INCIDENTAL_PROSTATE_CANCER,pathologic_spread_incidental_prostate_cancer
PATHOLOGIC_STAGE,pathologic_stage
PATHOLOGIC_STAGE_AJCC7_AT_DIAGNOSIS_COMPLEX,pathologic_stage_ajcc7_at_diagnosis_complex
PATHOLOGIC_STAGE_AJCC7_AT_DIAGNOSIS_SIMPLE,pathologic_stage_ajcc7_at_diagnosis_simple
PATHOLOGIC_STAGING_DISTANT_METASTASIS_PM,pathologic_staging_distant_metastasis_pm
PATHOLOGIC_STAGING_PRIMARY_TUMOR_PT,pathologic_staging_primary_tumor_pt
PATHOLOGIC_STAGING_REGIONAL_LYMPH_NODES_PN,pathologic_staging_regional_lymph_nodes_pn
PATHOLOGICAL_TUMORRESPONSE,pathological_tumorresponse
PATHOLOGIST_ANNOTATION,pathologist_annotation
PATHOLOGY_BASED_HISTOLOGY_ASSESSMENT,pathology_based_histology_assessment
PATHOLOGY_N_STAGE,pathology_n_stage
PATHOLOGY_OF_NORMAL_MUCOSA,pathology_of_normal_mucosa
PATHOLOGY_STATUS,pathology_status
PATHOLOGY_T_STAGE,pathology_t_stage
PATHWAY_ACTIVITY_EGFR,pathway_activity_epidermal_growth_factor_receptor
PATHWAY_ACTIVITY_HYPOXIA,pathway_activity_hypoxia
PATHWAY_ACTIVITY_JAK.STAT,pathway_activity_jak.stat
PATHWAY_ACTIVITY_MAPK,pathway_activity_mitogen_activated_protein_kinase
PATHWAY_ACTIVITY_NFKB,pathway_activity_nfkb
PATHWAY_ACTIVITY_P53,pathway_activity_p53
PATHWAY_ACTIVITY_PI3K,pathway_activity_pi3k
PATHWAY_ACTIVITY_TGFB,pathway_activity_tgfb
PATHWAY_ACTIVITY_TNFA,pathway_activity_tnfa
PATHWAY_ACTIVITY_TRAIL,pathway_activity_trail
PATHWAY_ACTIVITY_VEGF,pathway_activity_vegf
PATIENT_AGE_AT_DIAGNOSIS,patient_age_at_diagnosis
PATIENT_ASSAYS,patient_assays
PATIENT_ISABL_ID,patient_isabl_id
PATIENT_NOTES,patient_notes
PATIENT_STUDY_ID,patient_study_id
PATIENT_TO_UNDERGO_SURGERY,patient_to_undergo_surgery
PATIENTS_IN_GROUP0,patients_in_group0
PATIENTS_IN_GROUP1,patients_in_group1
PATIENTS_IN_GROUP2,patients_in_group2
PATIENTS_IN_GROUP3,patients_in_group3
PATIENTS_IN_GROUP4,patients_in_group4
PATIENTS_IN_GROUP5,patients_in_group5
PATIENTS_IN_GROUP6,patients_in_group6
PAX_FUSION,pax_fusion
PB_ALBUMIN_LEVEL,pb_albumin_level
PB_ALT_LEVEL,pb_alt_level
PB_AST_LEVEL,pb_ast_level
PB_BASOPHILS_PERCENTAGE,pb_basophils_percentage
PB_BLAST,pb_blast
PB_EOSINOPHILS_PERCENTAGE,pb_eosinophils_percentage
PB_IMMATURE_GRANULOCYTES_PERCENTAGE,pb_immature_granulocytes_percentage
PB_LYMPHOCYTES_PERCENTAGE,pb_lymphocytes_percentage
PB_MONOCYTES_PERCENTAGE,pb_monocytes_percentage
PB_NEUTROPHILS_PERCENTAGE,pb_neutrophils_percentage
PB_NUCLEATED_RBC_PERCENTAGE,pb_nucleated_rbc_percentage
PC_RPLND,pc_rplnd
PCI,pci
PCR,pcr
PCR_PRIMER_PAIRS,pcr_primer_pairs
PD_INF,pd_inf
PD1_INHIBITOR,programmed_cell_death_protein_1_inhibitor
PD1_INHIBITOR_CONCURRENTLY_WITH_BCNU/CCNU,programmed_cell_death_protein_1_inhibitor_concurrently_with_bcnu/ccnu
PD1_INHIBITOR_CONCURRENTLY_WITH_BEV,programmed_cell_death_protein_1_inhibitor_concurrently_with_bev
PD1_INHIBITOR_CONCURRENTLY_WITH_DC_VAX,programmed_cell_death_protein_1_inhibitor_concurrently_with_dendritic_cell_vax
PD1_INHIBITOR_CONCURRENTLY_WITH_HYDROXYUREA,programmed_cell_death_protein_1_inhibitor_concurrently_with_hydroxyurea
PD1_INHIBITOR_CONCURRENTLY_WITH_NOVO-TTF,programmed_cell_death_protein_1_inhibitor_concurrently_with_novo-ttf
PD1_INHIBITOR_CONCURRENTLY_WITH_RE-IRRADIATION,programmed_cell_death_protein_1_inhibitor_concurrently_with_re-irradiation
PD1_INHIBITOR_CONCURRENTLY_WITH_TEMODAR,programmed_cell_death_protein_1_inhibitor_concurrently_with_temodar
PD1_INHIBITOR_DRUG,programmed_cell_death_protein_1_inhibitor_drug
PD1_INHIBITOR_STARTED_FOR_PD,programmed_cell_death_protein_1_inhibitor_started_for_pd
PD1_INHIBITOR_WITH_CELECOXIB,programmed_cell_death_protein_1_inhibitor_with_celecoxib
PD1_INHIBITOR_WITH_IMATINIB,programmed_cell_death_protein_1_inhibitor_with_imatinib
PDL1_EXP,programmed_death_ligand_1_exp
PDL1_POSITIVE_1PERCENT,programmed_death_ligand_1_positive_1percent
PDL1_POSITIVE_5PERCENT,programmed_death_ligand_1_positive_5percent
PDL1_SCORE,programmed_death_ligand_1_score
PDL1_TISSUE_SITE,programmed_death_ligand_1_tissue_site
PDTC_DEFINITION,pdtc_definition
PELVIC_EXTENSION_COMMENT,pelvic_extension_comment
PELVIS_FSM,pelvis_fsm
PERCENT_ANEUPLOIDY,percent_aneuploidy
PERCENT_CHANGE_BY_PET,percent_change_by_pet
PERCENT_CHANGE_BY_RECIST,percent_change_by_response_evaluation_criteria_in_solid_tumors
PERCENT_GLEASON_PATTERN_4_OR_5,percent_gleason_pattern_4_or_5
PERCENT_TUMOR_CELLS_RELAPSE,percent_tumor_cells_relapse
PERCENT_TUMOR_VS_STROMA,percent_tumor_vs_stroma
PERFORMANCE_STATUS_DAYS_TO,performance_status_days_to
PERFORMANCE_STATUS_OTHER_TIMING,performance_status_other_timing
PERIPHERAL_BLOOD_WBC,peripheral_blood_white_blood_cell
PERSISTANT_DISEASE_TUMOR_STUDIED,persistant_disease_tumor_studied
PERSONAL_HISTORY,personal_history
PET_BEST_RESPONSE,pet_best_response
PET_RESPONDER,pet_responder
PET_TBR,pet_tbr
PF_MONTHS,pf_months
PF_STATUS,pf_status
PFS,progression_free_survival
PFS_CENSOR,progression_free_survival_censor
PFS_DATE,progression_free_survival_date
PFS_EVENT,progression_free_survival_event
PFS_IO,progression_free_survival_io
PFS_MONTHS_FIRST_LINE_TX,progression_free_survival_months_first_line_treatment
PFS_SORAFENIB_TREATMENT,progression_free_survival_sorafenib_treatment
PFS_STATUS_IO,progression_free_survival_status_io
PFS_STATUS_SORAFENIB_TREATMENT,progression_free_survival_status_sorafenib_treatment
PHARM_TX_MITOTANE_ADJUVANT,pharm_treatment_mitotane_adjuvant
PHARM_TX_MITOTANE_FOR_MACRO_DISEASE,pharm_treatment_mitotane_for_macrophage_disease
PHARM_TX_MITOTANE_INDICATOR,pharm_treatment_mitotane_indicator
PHARM_TX_MITOTANE_THERAPUTIC_AT_PROG,pharm_treatment_mitotane_theraputic_at_prog
PHARM_TX_MITOTANE_THERAPUTIC_AT_REC,pharm_treatment_mitotane_theraputic_at_rec
PHARM_TX_MITOTANE_THERAPUTIC_LEVELS,pharm_treatment_mitotane_theraputic_levels
PHARM_TX_MITOTANE_THERAPUTIC_MACRO,pharm_treatment_mitotane_theraputic_macrophage
PHASE,phase
PHEOCHROMOCYTOMA_OR_PARAGANGLIOMA,pheochromocytoma_or_paraganglioma
PHOSPHOPROTEIN,phosphoprotein
PI3K,pi3k
PI3K_AKT1,pi3k_akt1
PI3K_AKT2,pi3k_akt2
PI3K_AKT3,pi3k_akt3
PI3K_DEPDC5,pi3k_depdc5
PI3K_DEPTOR,pi3k_deptor
PI3K_INPP4B,pi3k_inpp4b
PI3K_MAPKAP1,pi3k_mapkap1
PI3K_MLST8,pi3k_mlst8
PI3K_MTOR,pi3k_mechanistic_target_of_rapamycin
PI3K_NPRL2,pi3k_nprl2
PI3K_NPRL3,pi3k_nprl3
PI3K_PATHWAY,pi3k_pathway
PI3K_PDK1,pi3k_pdk1
PI3K_PIK3CA,pi3k_phosphatidylinositol_3_kinase_catalytic_subunit_alpha
PI3K_PIK3CB,pi3k_pik3cb
PI3K_PIK3R1,pi3k_pik3r1
PI3K_PIK3R2,pi3k_pik3r2
PI3K_PPP2R1A,pi3k_ppp2r1a
PI3K_PTEN,pi3k_phosphatase_and_tensin_homolog
PI3K_RHEB,pi3k_rheb
PI3K_RICTOR,pi3k_rictor
PI3K_RPS6,pi3k_rps6
PI3K_RPS6KB1,pi3k_rps6kb1
PI3K_RPTOR,pi3k_rptor
PI3K_STK11,pi3k_stk11
PI3K_TSC1,pi3k_tsc1
PI3K_TSC2,pi3k_tsc2
PIK3CA_MUT_PRE_TREATMENT_TUMOR,phosphatidylinositol_3_kinase_catalytic_subunit_alpha_mutation_pre_treatment_tumor
PIK3CA_PATHWAY_ALTERATION_STATUS,phosphatidylinositol_3_kinase_catalytic_subunit_alpha_pathway_alteration_status
PIK3CA_PRE_TREATMENT_TUMOR,phosphatidylinositol_3_kinase_catalytic_subunit_alpha_pre_treatment_tumor
PIK3CA_PROTEIN_CODING,phosphatidylinositol_3_kinase_catalytic_subunit_alpha_protein_coding
PIK3R1_LOSS_STATUS,pik3r1_loss_status
PIK3R1_STATUS,pik3r1_status
PIPELINE_VERSION,pipeline_version
PLATINUM_BEST_RESPONSE,platinum_best_response
PLATINUM_GERMLINE_TESTED,platinum_germline_tested
PLATINUM_HRD_MUTATION,platinum_homologous_recombination_deficiency_mutation
PLATINUM_LST_SCORE,platinum_large_scale_transition_score
PLATINUM_OS_MONTHS,platinum_overall_survival_months
PLATINUM_OS_STATUS,platinum_overall_survival_status
PLATINUM_PFS_MONTHS,platinum_progression_free_survival_months
PLATINUM_PFS_STATUS,platinum_progression_free_survival_status
PLATINUM_STATUS,platinum_status
PLEOMORPHISM_SCORE,pleomorphism_score
PLEURA_MONTHS,pleura_months
PLEURA_STATUS,pleura_status
PLEURAL_INVASION,pleural_invasion
PLOIDY_ABSOLUTE,ploidy_absolute
PLT,plt
PMS2,postmeiotic_segregation_increased_2
PN_CATEGORY,pn_category
PN_STATUS,pn_status
POAR_COMBINED_CTLA_PD1,poar_combined_ctla_programmed_cell_death_protein_1
POD_FIRST_LINE,pod_first_line
POLE_IMPACT,pole_impact
POLE_SUBTYPE,pole_subtype
POLYA_ARV7_SRPM,polya_arv7_srpm
POLYPS_HISTORY,polyps_history
POLYPS_PRESENT,polyps_present
POPULATION,population
POS_ARCHER,positive_archer
POS_CYTOGENETICS,positive_cytogenetics
POS_IMPACT,positive_impact
POS_LYMPH_NODE_LOCATION,positive_lymph_node_location
POS_METHOD,positive_method
POSITIVE_LYMPH_NODE,positive_lymph_node
POSITIVE_MARGIN,positive_margin
POST_CTLA4,post_cytotoxic_t_lymphocyte_associated_protein_4
POST_MAPK_TX,post_mitogen_activated_protein_kinase_treatment
POST_ORCHI_AFP,post_orchi_alpha_fetoprotein
POST_ORCHI_HCG,post_orchi_hcg
POST_ORCHI_LDH,post_orchi_lactate_dehydrogenase
POST_ORCHI_LH,post_orchi_lh
POST_ORCHI_LYMPH_NODE_DISSECTION,post_orchi_lymph_node_dissection
POST_ORCHI_TESTOSTERONE,post_orchi_testosterone
POST_PROGRESSION,post_progression
POST_RECURRENCE_SURVIVAL_MONTHS,post_recurrence_survival_months
POST_SAMPLE_CHEMOTHERAPY,post_sample_chemotherapy
POST_SAMPLE_IMMUNOTHERAPY,post_sample_immunotherapy
POST_SAMPLE_TARGETED,post_sample_targeted
POST_SAMPLE_TX,post_sample_treatment
POST_SAMPLE_XRT,post_sample_xrt
POSTCRT_PATHOLOGIC_NSTAGE_YPN,postcrt_pathologic_nstage_ypn
POSTCRT_PATHOLOGIC_TSTAGE_YPT,postcrt_pathologic_tstage_ypt
POSTCRT_PATHOLOGICAL_LN,postcrt_pathological_ln
POSTCRT_TNM_STAGE_YPTNM,postcrt_tumor_node_metastasis_stage_yptnm
POSTOPERATIVE_TX,postoperative_treatment
PR_CLINICAL_STATUS,progesterone_receptor_clinical_status
PR_PCT_PRIMARY,progesterone_receptor_pct_primary
PR_PGR,progesterone_receptor_pgr
PR_STATUS_PRIMARY,progesterone_receptor_status_primary
PRD_CHEMOTHERAPY,prd_chemotherapy
PRD_CURRENT_LOCATION,prd_current_location
PRD_DIAGNOSIS_MET_ADV,prd_diagnosis_met_proto_oncogene_receptor_tyrosine_kinase_adv
PRD_EXP_CLINICAL_TRIAL,prd_exp_clinical_trial
PRD_FAMILY_HISTORY,prd_family_history
PRD_HORMONE_THERAPY,prd_hormone_therapy
PRD_OTHER_CANCER_TYPE,prd_other_cancer_type
PRD_OTHER_THERAPY,prd_other_therapy
PRD_PROSTATECTOMY,prd_prostatectomy
PRE_ORCHI_AFP,pre_orchi_alpha_fetoprotein
PRE_ORCHI_HCG,pre_orchi_hcg
PRE_ORCHI_LDH,pre_orchi_lactate_dehydrogenase
PRE_ORCHI_LH,pre_orchi_lh
PRE_ORCHI_TESTOSTERONE,pre_orchi_testosterone
PRE_SAMPLE_CHEMOTHERAPY,pre_sample_chemotherapy
PRE_SAMPLE_IMMUNOTHERAPY,pre_sample_immunotherapy
PRE_SAMPLE_TARGETED,pre_sample_targeted
PRE_SAMPLE_TX,pre_sample_treatment
PRE_SAMPLE_XRT,pre_sample_xrt
PRECRT_AJCC_CLASSIFICATION,precrt_american_joint_committee_on_cancer_classification
PRECRT_CLINICAL_MSTAGE,precrt_clinical_mstage
PRECRT_CLINICAL_NSTAGE,precrt_clinical_nstage
PRECRT_CLINICAL_T_STAGE,precrt_clinical_t_stage
PREDICTED_NEOANTIGEN_BURDEN,predicted_neoantigen_burden
PREDOM_HISTO_SUBTYPE,predom_histo_subtype
PREDOMINANT_HISTOLOGIC_SUBTYPE,predominant_histologic_subtype
PREGNANCIES_COUNT_ECTOPIC,pregnancies_count_ectopic
PREGNANCIES_COUNT_INDUCED_ABORTION,pregnancies_count_induced_abortion
PREGNANCIES_COUNT_LIVE_BIRTH,pregnancies_count_live_birth
PREGNANCIES_COUNT_MISCARRIAGE,pregnancies_count_miscarriage
PREGNANCIES_COUNT_STILLBIRTH,pregnancies_count_stillbirth
PREGNANCIES_COUNT_TOTAL,pregnancies_count_total
PREGNANT_AT_DIAGNOSIS,pregnant_at_diagnosis
PRESENTATION,presentation
PREVIOUS_MAPKI,previous_mapki
PRIMARY_AT_DX_COUNT,primary_at_diagnosis_count
PRIMARY_CYTOGENETIC_CODE,primary_cytogenetic_code
PRIMARY_DEPTH,primary_depth
PRIMARY_DIAGNOSIS,primary_diagnosis
PRIMARY_EXOME,primary_exome
PRIMARY_MELANOMA_KNOWN_DX,primary_melanoma_known_diagnosis
PRIMARY_MELANOMA_MITOTIC_RATE,primary_melanoma_mitotic_rate
PRIMARY_MELANOMA_SKIN_TYPE,primary_melanoma_skin_type
PRIMARY_MET,primary_met_proto_oncogene_receptor_tyrosine_kinase
PRIMARY_MITOSES,primary_mitoses
PRIMARY_MULTIPLE_AT_DX,primary_multiple_at_diagnosis
PRIMARY_NUCLEAR_GRADE,primary_nuclear_grade
PRIMARY_RADIATION_THERAPY,primary_radiation_therapy
PRIMARY_RPLND,primary_rplnd
PRIMARY_SITE_PROGRESSION,primary_site_progression
PRIMARY_SURGERY,primary_surgery
PRIMARY_SURGERY_HISTOLOGY,primary_surgery_histology
PRIMARY_SURGERY_M_STAGE,primary_surgery_m_stage
PRIMARY_SURGERY_N_STAGE,primary_surgery_n_stage
PRIMARY_SURGERY_T_STAGE,primary_surgery_t_stage
PRIMARY_SURGERY_VARIENT_HISTOLOGY,primary_surgery_varient_histology
PRIMARY_THERAPY_OUTCOME_SUCCESS,primary_therapy_outcome_success
PRIMARY_TUMOR_GRADE,primary_tumor_grade
PRIMARY_TUMOR_LOCALIZATION_TYPE,primary_tumor_localization_type
PRIMARY_TYPE,primary_type
PRIMARY_VS_SECONDARY,primary_vs_secondary
PRIOR_ADJUVANT_CHEMO,prior_adjuvant_chemo
PRIOR_BREAST_PRIMARY,prior_breast_primary
PRIOR_CANCER,prior_cancer
PRIOR_CTLA4,prior_cytotoxic_t_lymphocyte_associated_protein_4
PRIOR_DIAGNOSIS,prior_diagnosis
PRIOR_GLIOMA,prior_glioma
PRIOR_INTRAVESICAL_CHEMOTHERAPY,prior_intravesical_chemotherapy
PRIOR_LINES,prior_lines
PRIOR_LINES_OF_THERAPY,prior_lines_of_therapy
PRIOR_LOCAL_RECURRENCE,prior_local_recurrence
PRIOR_MALIGNANCY_NON_MYELOID,prior_malignancy_non_myeloid
PRIOR_MALIGNANCY_RADIATION_TX,prior_malignancy_radiation_treatment
PRIOR_MALIGNANCY_TYPE,prior_malignancy_type
PRIOR_MAPK_TX,prior_mitogen_activated_protein_kinase_treatment
PRIOR_MDS_MORE_THAN_TWO_MTHS,prior_mds_more_than_two_mths
PRIOR_MDS_MPN,prior_mds_mpn
