original_value,top1_match,top2_match,top3_match,top4_match,top5_match,top1_confidence,top1_quality,top1_rationale,top2_confidence,top2_quality,top2_rationale,top3_confidence,top3_quality,top3_rationale,top4_confidence,top4_quality,top4_rationale,top5_confidence,top5_quality,top5_rationale,best_match_rank,best_match_confidence,overall_assessment
CHROMOPHOBE RENAL CELL CARCINOMAÃ‚Â ,Chromophobe Renal Cell Carcinoma,Classic Variant of Chromophobe Renal Cell Carcinoma,Advanced Chromophobe Renal Cell Carcinoma,Locally Advanced Chromophobe Renal Cell Carcinoma,Oncocytic Variant of Chromophobe Renal Cell Carcinoma,0.7,good,3/4 key terms matched; 69.0% term overlap,0.65,moderate,3/4 key terms matched; 62.1% term overlap,0.6,moderate,3/4 key terms matched; 65.0% term overlap,0.55,moderate,3/4 key terms matched; 62.1% term overlap,0.5,fair,3/4 key terms matched; 62.1% term overlap,1,0.7,good_confidence
"CHROMOPHOBE, CLASSIC",Pituitary Gland Chromophobe Adenoma,Chromophobe Hepatocellular Carcinoma,Classic Variant of Chromophobe Renal Cell Carcinoma,Chromophobe Renal Cell Carcinoma,Advanced Chromophobe Renal Cell Carcinoma,0.35,fair,1/2 key terms matched; 38.0% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.85,excellent,All key terms present (2/2 terms matched),0.2,poor,1/2 key terms matched; 38.0% term overlap,0.15,poor,1/2 key terms matched; 36.7% term overlap,3,0.85,alternate_match_better
"CHROMOPHOBE, EOSINOPHILIC",Eosinophilic Variant of Chromophobe Renal Cell Carcinoma,Chromophobe Hepatocellular Carcinoma,Pituitary Gland Chromophobe Adenoma,Chromophobe Renal Cell Carcinoma,Classic Variant of Chromophobe Renal Cell Carcinoma,0.95,excellent,All key terms present (2/2 terms matched),0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.25,poor,1/2 key terms matched; 38.0% term overlap,0.2,poor,1/2 key terms matched; 38.0% term overlap,0.15,poor,1/2 key terms matched; 35.7% term overlap,1,0.95,high_confidence
"CHRONIC LYMPHOBLASTIC LEUKEMIA CLL, B-CELL",B-Cell Leukemia,Chronic Lymphocytic Leukemia,B Lymphoblastic Leukemia/Lymphoma,Chronic Lymphoblastic Lymphoma,B Lymphoblastic Lymphoma,0.55,moderate,2/5 key terms matched; 40.0% term overlap,0.3,fair,2/5 key terms matched; 37.3% term overlap,0.25,poor,2/5 key terms matched; 37.3% term overlap,0.2,poor,2/5 key terms matched; 37.3% term overlap,0.0,poor,1/5 key terms matched; 18.7% term overlap,1,0.55,moderate_confidence
CHRONIC LYMPHOCYTIC LEUKEMIA/SMALL LYMPHOCYTIC LYMPHOMA,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Chronic Lymphocytic Leukemia,Small Lymphocytic Lymphoma,Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Small Lymphocytic Lymphoma Variant,1.0,excellent,Exact match,0.65,moderate,3/5 key terms matched; 60.0% term overlap,0.6,moderate,3/5 key terms matched; 60.0% term overlap,0.8,good,All key terms present (5/5 terms matched),0.35,fair,3/5 key terms matched; 56.0% term overlap,1,1.0,high_confidence
CHRONIC MYELOGENOUS LEUKEMIA,Chronic Monocytic Leukemia,Chronic Myelomonocytic Leukemia,Chronic Leukemia,Atypical Chronic Myeloid Leukemia,Myelodysplastic Chronic Myelomonocytic Leukemia,0.7,good,2/3 key terms matched; 60.0% term overlap,0.65,moderate,2/3 key terms matched; 60.0% term overlap,0.6,moderate,2/3 key terms matched; 66.7% term overlap,0.4,fair,2/3 key terms matched; 56.0% term overlap,0.35,fair,2/3 key terms matched; 56.0% term overlap,1,0.7,good_confidence
CHRONIC MYELOGENOUS LEUKEMIA CML,Chronic Myelomonocytic Leukemia,Chronic Monocytic Leukemia,Atypical Chronic Myeloid Leukemia,Chronic Leukemia,Myeloproliferative Chronic Myelomonocytic Leukemia,0.55,moderate,2/4 key terms matched; 46.0% term overlap,0.5,moderate,2/4 key terms matched; 46.0% term overlap,0.45,fair,2/4 key terms matched; 43.3% term overlap,0.4,fair,2/4 key terms matched; 50.0% term overlap,0.35,fair,2/4 key terms matched; 43.3% term overlap,1,0.55,moderate_confidence
"CHRONIC MYELOID LEUKEMIA, BCR-ABL1+","Chronic Myeloid Leukemia, BCR-ABL1 Positive","Chronic Phase Chronic Myeloid Leukemia, BCR-ABL1 Positive","Chronic Myeloid Leukemia, Philadelphia Chromosome Positive, BCR-ABL1 Positive","Chronic Myeloid Leukemia, Philadelphia Chromosome Negative, BCR-ABL1 Positive","Chronic Phase Chronic Myeloid Leukemia, Philadelphia Chromosome Positive, BCR-ABL1 Positive",0.95,excellent,All key terms present (5/5 terms matched),0.9,excellent,All key terms present (5/5 terms matched),0.85,excellent,All key terms present (5/5 terms matched),0.8,good,All key terms present (5/5 terms matched),0.75,good,All key terms present (5/5 terms matched),1,0.95,high_confidence
CHRONIC MYELOMONOCYTIC LEUKAEMIA,Chronic Myelomonocytic Leukemia,Myelodysplastic Chronic Myelomonocytic Leukemia,Chronic Monocytic Leukemia,Myeloproliferative Chronic Myelomonocytic Leukemia,Chronic Myelomonocytic Leukemia-1,0.7,good,2/3 key terms matched; 60.0% term overlap,0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.25,poor,1/3 key terms matched; 28.0% term overlap,0.4,fair,2/3 key terms matched; 56.0% term overlap,0.5,fair,2/3 key terms matched; 60.0% term overlap,1,0.7,good_confidence
CHRONIC MYELOMONOCYTIC LEUKEMIA,Chronic Myelomonocytic Leukemia,Myelodysplastic Chronic Myelomonocytic Leukemia,Chronic Monocytic Leukemia,Myeloproliferative Chronic Myelomonocytic Leukemia,Chronic Myelomonocytic Leukemia-1,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.6,moderate,2/3 key terms matched; 60.0% term overlap,0.8,good,All key terms present (3/3 terms matched),0.75,good,All key terms present (3/3 terms matched),1,1.0,high_confidence
CHRONIC MYELOMONOCYTIC LEUKEMIA 1,Chronic Myelomonocytic Leukemia-1,Chronic Myelomonocytic Leukemia,Chronic Myelomonocytic Leukemia-2,Myelodysplastic Chronic Myelomonocytic Leukemia,Chronic Monocytic Leukemia,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.85,excellent,All key terms present (3/3 terms matched),0.8,good,All key terms present (3/3 terms matched),0.5,fair,2/3 key terms matched; 60.0% term overlap,1,1.0,high_confidence
CHRONIC MYELOMONOCYTIC LEUKEMIA 2,Chronic Myelomonocytic Leukemia-2,Chronic Myelomonocytic Leukemia,Chronic Myelomonocytic Leukemia-1,Chronic Monocytic Leukemia,Myelodysplastic Chronic Myelomonocytic Leukemia,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.85,excellent,All key terms present (3/3 terms matched),0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.75,good,All key terms present (3/3 terms matched),1,1.0,high_confidence
CHRONIC_LYMPHOCYTIC_LEUKAEMIA-SMALL_LYMPHOCYTIC_LYMPHOMA,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Small Lymphocytic Lymphoma,Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Small Lymphocytic Lymphoma Variant,Recurrent Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CHRONIC_MYELOID_LEUKAEMIA,Chronic Leukemia,Chronic Monocytic Leukemia,Chronic Myelomonocytic Leukemia,Atypical Chronic Myeloid Leukemia,Chronic Neutrophilic Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CILIATED MUCONODULAR PAPILLARY TUMOR OF THE LUNG,Bronchiolar Adenoma/Ciliated Muconodular Papillary Tumor,Pulmonary Mucinous Cystic Tumor of Borderline Malignancy,Lung Papillary Adenoma,Papillary Cystic Neoplasm,Lung Myoepithelial Tumor,0.7,good,4/5 key terms matched; 70.9% term overlap,0.15,poor,1/5 key terms matched; 16.0% term overlap,0.25,poor,2/5 key terms matched; 37.3% term overlap,0.05,poor,1/5 key terms matched; 17.7% term overlap,0.15,poor,2/5 key terms matched; 37.3% term overlap,1,0.7,good_confidence
CLASSICAL HCA,Colon Conventional Adenoma,Hereditary Colon Carcinoma,Colorectal Conventional Adenoma,Hepatocellular Carcinoma,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CLASSICAL HODGKIN LYMPHOMA,Classic Hodgkin Lymphoma,Hodgkin Lymphoma,Childhood Classic Hodgkin Lymphoma,Adult Classic Hodgkin Lymphoma,Hodgkin Lymphoma by Clinical Course,0.7,good,2/3 key terms matched; 60.0% term overlap,0.65,moderate,2/3 key terms matched; 66.7% term overlap,0.45,fair,2/3 key terms matched; 56.0% term overlap,0.4,fair,2/3 key terms matched; 56.0% term overlap,0.35,fair,2/3 key terms matched; 56.0% term overlap,1,0.7,good_confidence
CLEAR CELL ADENOCARCINOMA,Clear Cell Adenocarcinoma,Water-Clear Cell Adenocarcinoma,Clear Cell Malignant Neoplasm,Clear Cell Adenoma,Ovarian Clear Cell Adenocarcinoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.45,fair,2/3 key terms matched; 56.0% term overlap,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.75,good,All key terms present (3/3 terms matched),1,1.0,high_confidence
CLEAR CELL BORDERLINE OVARIAN TUMOR,Borderline Ovarian Clear Cell Tumor,Borderline Ovarian Clear Cell Tumor/Atypical Proliferative Ovarian Clear Cell Tumor,Benign Ovarian Clear Cell Tumor,Ovarian Clear Cell Tumor,Borderline Ovarian Clear Cell Cystadenofibroma,0.95,excellent,All key terms present (5/5 terms matched),0.9,excellent,All key terms present (5/5 terms matched),0.6,moderate,4/5 key terms matched; 74.7% term overlap,0.7,good,4/5 key terms matched; 80.0% term overlap,0.5,fair,4/5 key terms matched; 74.7% term overlap,1,0.95,high_confidence
CLEAR CELL CARCINOMA,Clear Cell Adenocarcinoma,Clear Cell Malignant Neoplasm,Clear Cell Neoplasm,Clear Cell Renal Cell Carcinoma,Clear Cell Adenoma,0.7,good,2/3 key terms matched; 60.0% term overlap,0.5,moderate,2/3 key terms matched; 56.0% term overlap,0.6,moderate,2/3 key terms matched; 60.0% term overlap,0.8,good,All key terms present (3/3 terms matched),0.5,fair,2/3 key terms matched; 60.0% term overlap,4,0.8,good_confidence
CLEAR CELL CARCINOMA OF THE LUNG,Lung Clear Cell Adenocarcinoma,Lung Clear Cell Tumor,"Lung Large Cell Carcinoma, Clear Cell Variant","Lung Squamous Cell Carcinoma, Clear Cell Variant",Lung Hyalinizing Clear Cell Carcinoma,0.7,good,3/4 key terms matched; 69.0% term overlap,0.65,moderate,3/4 key terms matched; 69.0% term overlap,0.85,excellent,All key terms present (4/4 terms matched),0.8,good,All key terms present (4/4 terms matched),0.75,good,All key terms present (4/4 terms matched),3,0.85,good_confidence
CLEAR CELL ODONTOGENIC CARCINOMA,Clear Cell Odontogenic Carcinoma,Odontogenic Carcinoma,Clear Cell Calcifying Epithelial Odontogenic Tumor,Ghost Cell Odontogenic Carcinoma,Clear Cell Adenocarcinoma,1.0,excellent,Exact match,0.5,moderate,2/4 key terms matched; 50.0% term overlap,0.6,moderate,3/4 key terms matched; 62.1% term overlap,0.55,moderate,3/4 key terms matched; 69.0% term overlap,0.35,fair,2/4 key terms matched; 46.0% term overlap,1,1.0,high_confidence
CLEAR CELL OVARIAN CANCER,Ovarian Clear Cell Tumor,Ovarian Clear Cell Adenocarcinoma,Malignant Ovarian Clear Cell Tumor,Benign Ovarian Clear Cell Tumor,Ovarian Clear Cell Cystadenocarcinoma,0.7,good,3/4 key terms matched; 69.0% term overlap,0.65,moderate,3/4 key terms matched; 69.0% term overlap,0.6,moderate,3/4 key terms matched; 65.0% term overlap,0.55,moderate,3/4 key terms matched; 65.0% term overlap,0.5,fair,3/4 key terms matched; 69.0% term overlap,1,0.7,good_confidence
CLEAR CELL PAPILLARY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,Clear Cell Papillary Renal Tumor,Clear Cell Renal Cell Carcinoma,Sporadic Papillary Renal Cell Carcinoma,Type 1 Papillary Renal Cell Carcinoma,0.85,excellent,4/5 key terms matched; 80.0% term overlap,0.65,moderate,4/5 key terms matched; 74.7% term overlap,0.75,good,4/5 key terms matched; 80.0% term overlap,0.55,moderate,4/5 key terms matched; 74.7% term overlap,0.5,fair,4/5 key terms matched; 74.7% term overlap,1,0.85,high_confidence
CLEAR CELL RENAL CELL CARCINOMA,Clear Cell Renal Cell Carcinoma,Non-Clear Cell Renal Cell Carcinoma,Renal Cell Carcinoma,Early Stage Clear Cell Renal Cell Carcinoma,Advanced Clear Cell Renal Cell Carcinoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (4/4 terms matched),0.6,moderate,3/4 key terms matched; 75.0% term overlap,0.8,good,All key terms present (4/4 terms matched),0.75,good,All key terms present (4/4 terms matched),1,1.0,high_confidence
CLEAR CELL SARCOMA,Clear Cell Sarcoma of Soft Tissue,Clear Cell Sarcoma of the Kidney,Clear Cell Malignant Neoplasm,Clear Cell Neoplasm,Childhood Clear Cell Sarcoma of Soft Tissue,0.95,excellent,All key terms present (3/3 terms matched),0.9,excellent,All key terms present (3/3 terms matched),0.45,fair,2/3 key terms matched; 56.0% term overlap,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.75,good,All key terms present (3/3 terms matched),1,0.95,high_confidence
CLEAR_CELL_CARCINOMA,Clear Cell Adenocarcinoma,Clear Cell Malignant Neoplasm,Clear Cell Neoplasm,"Squamous Cell Carcinoma, Clear Cell Type",Clear Cell Renal Cell Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CLEAR_CELL_RENAL_CELL_CARCINOMA,Clear Cell Renal Cell Carcinoma,Non-Clear Cell Renal Cell Carcinoma,Renal Cell Carcinoma,Grade 1 Clear Cell Renal Cell Carcinoma,Advanced Clear Cell Renal Cell Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CLL,Chronic Lymphocytic Leukemia,Leukemia,Chronic Leukemia,Lymphoma,Cutaneous Chronic Lymphocytic Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CML,Chronic Leukemia,Atypical Chronic Myeloid Leukemia,Mast Cell Leukemia,Chronic Monocytic Leukemia,Myeloid Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CMML,Chronic Myelomonocytic Leukemia,Myeloproliferative Chronic Myelomonocytic Leukemia,Chronic Monocytic Leukemia,Myelodysplastic Chronic Myelomonocytic Leukemia,Mast Cell Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CNS,Nervous System Neoplasm,Central Nervous System Neoplasm,Central Nervous System Carcinoma,Central Nervous System Sarcoma,Cerebral Neoplasm,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CNS CANCER,Central Nervous System Carcinoma,Central Nervous System Neoplasm,Cerebral Neoplasm,Nervous System Neoplasm,Intracranial Neoplasm,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
CNS EMBRYONAL NOS,Central Nervous System Embryonal Tumor,Childhood Central Nervous System Embryonal Tumor,"Central Nervous System Embryonal Tumor, Not Elsewhere Classified",Embryonal Neoplasm,Central Nervous System Embryonal Carcinoma,0.35,fair,1/2 key terms matched; 36.7% term overlap,0.3,fair,1/2 key terms matched; 35.7% term overlap,0.25,poor,1/2 key terms matched; 35.0% term overlap,0.4,fair,1/2 key terms matched; 43.3% term overlap,0.15,poor,1/2 key terms matched; 36.7% term overlap,4,0.4,low_confidence
"CNS EMBRYONAL TUMOR, NOS",Central Nervous System Embryonal Tumor,"Central Nervous System Embryonal Tumor, Not Otherwise Specified","Central Nervous System Embryonal Tumor, Not Elsewhere Classified",Childhood Central Nervous System Embryonal Tumor,"Childhood Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.55,moderate,2/3 key terms matched; 53.3% term overlap,0.5,moderate,2/3 key terms matched; 53.3% term overlap,0.45,fair,2/3 key terms matched; 50.0% term overlap,0.4,fair,2/3 key terms matched; 51.4% term overlap,0.35,fair,2/3 key terms matched; 51.4% term overlap,1,0.55,moderate_confidence
CNS GERMINOMA,Central Nervous System Germinoma,Brain Germinoma,Intracranial Germinoma,Adult Central Nervous System Germinoma,Childhood Central Nervous System Germinoma,0.35,fair,1/2 key terms matched; 38.0% term overlap,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.45,fair,1/2 key terms matched; 43.3% term overlap,0.2,poor,1/2 key terms matched; 36.7% term overlap,0.15,poor,1/2 key terms matched; 36.7% term overlap,2,0.5,low_confidence
COAD,Crohn Disease-Associated Colorectal Adenocarcinoma,Adenocarcinoma,Disseminated Adenocarcinoma,Colorectal Adenocarcinoma,Inflammatory Bowel Disease-Associated Colorectal Adenocarcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
COAD_GS,Colorectal Adenoma with Severe Dysplasia,Hybrid Salivary Gland Carcinoma,Disseminated Adenocarcinoma,Colon Adenoma with Severe Dysplasia,Sporadic Gastric Adenocarcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
COLLECTING DUCT RENAL CELL CARCINOMA,Collecting Duct Carcinoma,Renal Cell Carcinoma,Tubulocystic Renal Cell Carcinoma,Clear Cell Renal Cell Carcinoma,Kidney Medullary Carcinoma,0.7,good,3/5 key terms matched; 60.0% term overlap,0.65,moderate,3/5 key terms matched; 60.0% term overlap,0.45,fair,3/5 key terms matched; 56.0% term overlap,0.4,fair,3/5 key terms matched; 56.0% term overlap,0.0,poor,1/5 key terms matched; 17.7% term overlap,1,0.7,good_confidence
