"iri","ontology_name","ontology_prefix","short_form","description","label","obo_id","type"
"http://purl.obolibrary.org/obo/NCIT_C32560","ncit","NCIT","NCIT_C32560","A vein in the lower torso accompanying the external iliac artery that connects the femoral vein with the common iliac vein.","External Iliac Vein","NCIT:C32560","class"
"http://purl.obolibrary.org/obo/NCIT_C32847","ncit","NCIT","NCIT_C32847","A blood vessel running parallel to the internal iliac artery that joins with the external iliac vein to drain blood into the common iliac vein from the pelvic organs as well as the inner thigh.","Internal Iliac Vein","NCIT:C32847","class"
"http://purl.obolibrary.org/obo/NCIT_C12738","ncit","NCIT","NCIT_C12738","Veins in the neck which drain the brain, face, and neck into the brachiocephalic or subclavian veins.","Jugular Vein","NCIT:C12738","class"
"http://purl.obolibrary.org/obo/NCIT_C32094","ncit","NCIT","NCIT_C32094","A vein arising near the hyoid bone from several veins from the submaxillary region. It terminates in the external jugular vein.","Anterior Jugular Vein","NCIT:C32094","class"
"http://purl.obolibrary.org/obo/NCIT_C32562","ncit","NCIT","NCIT_C32562","A large superficial vein in the neck that empties into the subclavian vein.","External Jugular Vein","NCIT:C32562","class"
"http://purl.obolibrary.org/obo/NCIT_C32849","ncit","NCIT","NCIT_C32849","A continuation of the sigmoid sinus of the dura mater; joins the subclavian vein to form the brachiocephalic vein.","Internal Jugular Vein","NCIT:C32849","class"
"http://purl.obolibrary.org/obo/NCIT_C33360","ncit","NCIT","NCIT_C33360","A vein that drains the superficial muscles and integument of the upper back portion of the neck into the external jugular vein.","Posterior External Jugular Vein","NCIT:C33360","class"
"http://purl.obolibrary.org/obo/NCIT_C12776","ncit","NCIT","NCIT_C12776","One of four veins that carries oxygen-rich blood from the lungs to the cardiac left atrium.","Pulmonary Vein","NCIT:C12776","class"
"http://purl.obolibrary.org/obo/NCIT_C48946","ncit","NCIT","NCIT_C48946","A vein that returns oxygenated blood from the left lung to the left atrium of the heart.","Left Pulmonary Vein","NCIT:C48946","class"
"http://purl.obolibrary.org/obo/NCIT_C48947","ncit","NCIT","NCIT_C48947","A vein that returns oxygenated blood from the right lung to the left atrium of the heart.","Right Pulmonary Vein","NCIT:C48947","class"
"http://purl.obolibrary.org/obo/NCIT_C12794","ncit","NCIT","NCIT_C12794","The vein that drains the axillary vein and joins the internal jugular vein to form the brachiocephalic vein. The subclavian vein runs parallel to the subclavian artery.","Subclavian Vein","NCIT:C12794","class"
"http://purl.obolibrary.org/obo/NCIT_C12815","ncit","NCIT","NCIT_C12815","A large vein that returns blood from the lower half of the body to the heart.","Inferior Vena Cava","NCIT:C12815","class"
"http://purl.obolibrary.org/obo/NCIT_C12816","ncit","NCIT","NCIT_C12816","The large vein that terminates in the right atrium and transports deoxygenated blood from the head, neck, arms, and chest to the heart.","Superior Vena Cava","NCIT:C12816","class"
"http://purl.obolibrary.org/obo/NCIT_C12817","ncit","NCIT","NCIT_C12817","A large vein which returns blood from the head, neck and extremities to the heart.","Vena Cava","NCIT:C12817","class"
"http://purl.obolibrary.org/obo/NCIT_C12882","ncit","NCIT","NCIT_C12882","A blood vessel in the heart which returns coronary blood to the chambers of the heart, most often the right atrium.","Coronary Vein","NCIT:C12882","class"
"http://purl.obolibrary.org/obo/NCIT_C12878","ncit","NCIT","NCIT_C12878","Any of the three cardiac veins including the small, middle and great cardiac veins.","Cardiac Vein","NCIT:C12878","class"
"http://purl.obolibrary.org/obo/NCIT_C12879","ncit","NCIT","NCIT_C12879","A vein originating at the apex of the heart that receives numerous tributaries as it ascends before draining into the left extremity of the coronary sinus.","Great Cardiac Vein","NCIT:C12879","class"
"http://purl.obolibrary.org/obo/NCIT_C12880","ncit","NCIT","NCIT_C12880","A vein originating at the apex of the heart that ascends along the posterior interventricular sulcus and drains into the coronary sinus.","Middle Cardiac Vein","NCIT:C12880","class"
"http://purl.obolibrary.org/obo/NCIT_C12881","ncit","NCIT","NCIT_C12881","A vein running parallel to the right coronary artery in the coronary sulcus that drains into the right extremity of the coronary sinus.","Small Cardiac Vein","NCIT:C12881","class"
"http://purl.obolibrary.org/obo/NCIT_C12883","ncit","NCIT","NCIT_C12883","Deep vein of the upper arm that forms at the junction of the radial and ulnar veins and ends at the inferior border of the teres major.","Brachial Vein","NCIT:C12883","class"
"http://purl.obolibrary.org/obo/NCIT_C132225","ncit","NCIT","NCIT_C132225","A segment of a blood vessel that is part of the venous system.","Venous Segment","NCIT:C132225","class"
"http://purl.obolibrary.org/obo/NCIT_C132413","ncit","NCIT","NCIT_C132413","The portion of the distal end of the main portal vein that branches into the left and right portal veins.","Portal Vein Bifurcation","NCIT:C132413","class"
"http://purl.obolibrary.org/obo/NCIT_C154703","ncit","NCIT","NCIT_C154703","Any of the superficial veins located within the muscles of the posterior lower leg, including the gastrocnemial and soleal veins.","Calf Muscular Vein","NCIT:C154703","class"
"http://purl.obolibrary.org/obo/NCIT_C154772","ncit","NCIT","NCIT_C154772","A vein that arises from the plantar veins of the foot, accompanies the peroneal artery, and travels up the back of the leg to join the anterior and posterior tibial veins in forming the popliteal vein on the posterior surface of the knee.","Fibular Vein","NCIT:C154772","class"
"http://purl.obolibrary.org/obo/NCIT_C33787","ncit","NCIT","NCIT_C33787","Either of two veins including the anterior and posterior tibial veins.","Tibial Vein","NCIT:C33787","class"
"http://purl.obolibrary.org/obo/NCIT_C32115","ncit","NCIT","NCIT_C32115","The vein that runs parallel to the anterior tibial artery and empties into the popliteal vein.","Anterior Tibial Vein","NCIT:C32115","class"
"http://purl.obolibrary.org/obo/NCIT_C33386","ncit","NCIT","NCIT_C33386","A vein in the foot that is formed by the union of the external and internal plantar veins and which becomes the popliteal vein.","Posterior Tibial Vein","NCIT:C33386","class"
"http://purl.obolibrary.org/obo/NCIT_C33608","ncit","NCIT","NCIT_C33608","A vein arising from the splenic trabecular vein in the hilum of the spleen that drains into the portal vein.","Splenic Vein","NCIT:C33608","class"
"http://purl.obolibrary.org/obo/NCIT_C33462","ncit","NCIT","NCIT_C33462","The veins which return blood from the kidneys to the vena cava.","Renal Vein","NCIT:C33462","class"
"http://purl.obolibrary.org/obo/NCIT_C52693","ncit","NCIT","NCIT_C52693","A vein that drains blood from the left kidney into the inferior vena cava.","Left Renal Vein","NCIT:C52693","class"
"http://purl.obolibrary.org/obo/NCIT_C52695","ncit","NCIT","NCIT_C52695","A vein that drains blood from the right kidney into the inferior vena cava.","Right Renal Vein","NCIT:C52695","class"
"http://purl.obolibrary.org/obo/NCIT_C32665","ncit","NCIT","NCIT_C32665","Either of two veins (left gastric and right gastric) that drain blood away from the stomach and lesser curvature.","Gastric Vein","NCIT:C32665","class"
"http://purl.obolibrary.org/obo/NCIT_C32171","ncit","NCIT","NCIT_C32171","A large blood vessel which returns blood to the heart from the lateral thorax, axilla, and upper limb. Each side of the body contains one axillary vein.","Axillary Vein","NCIT:C32171","class"
"http://purl.obolibrary.org/obo/NCIT_C32197","ncit","NCIT","NCIT_C32197","One of the moderately large superficial veins of the forearm that transports blood from the hand and the medial aspect of the forearm to the axillary vein.","Basilic Vein","NCIT:C32197","class"
"http://purl.obolibrary.org/obo/NCIT_C32081","ncit","NCIT","NCIT_C32081","A vein that it is part of the deep intracranial venous system.","Anterior Caudate Vein","NCIT:C32081","class"
"http://purl.obolibrary.org/obo/NCIT_C32116","ncit","NCIT","NCIT_C32116","A vein that extends along the ulna to the elbow joint.","Anterior Ulnar Vein","NCIT:C32116","class"
"http://purl.obolibrary.org/obo/NCIT_C32361","ncit","NCIT","NCIT_C32361","A blood vessel containing deoxygenated blood formed by the joining of the anterior and posterior ulnar veins.","Common Ulnar Vein","NCIT:C32361","class"
"http://purl.obolibrary.org/obo/NCIT_C32389","ncit","NCIT","NCIT_C32389","Any vein within the cortex of the brain.","Cortical Vein","NCIT:C32389","class"
"http://purl.obolibrary.org/obo/NCIT_C32281","ncit","NCIT","NCIT_C32281","The veins within the hepatic lobes that drain blood from the liver sinusoids into the hepatic vein.","Central Vein","NCIT:C32281","class"
"http://purl.obolibrary.org/obo/NCIT_C32422","ncit","NCIT","NCIT_C32422","A blood vessel carrying deoxygenated blood from the gallbladder and the cystic duct into the right branch of the portal vein.","Cystic Vein","NCIT:C32422","class"
"http://purl.obolibrary.org/obo/NCIT_C32434","ncit","NCIT","NCIT_C32434","The blood vessel carrying deoxygenated blood that arises from the superior epigastric vein and empties into the external iliac vein.","Inferior Epigastric Vein","NCIT:C32434","class"
"http://purl.obolibrary.org/obo/NCIT_C32443","ncit","NCIT","NCIT_C32443","The blood vessel carrying deoxygenated blood and accompanies the deep palmar artery in the hand.","Deep Palmar Vein","NCIT:C32443","class"
"http://purl.obolibrary.org/obo/NCIT_C32444","ncit","NCIT","NCIT_C32444","A blood vessel carrying deoxygenated blood far beneath the skin usually accompanying an artery.","Deep Vein","NCIT:C32444","class"
"http://purl.obolibrary.org/obo/NCIT_C32286","ncit","NCIT","NCIT_C32286","One of five superficial veins of the upper extremity, beginning at the radial aspect of the wrist area, wrapping around the forearm and emptying into the axillary vein.","Cephalic Vein","NCIT:C32286","class"
"http://purl.obolibrary.org/obo/NCIT_C32579","ncit","NCIT","NCIT_C32579","A vein in the face accompanying the facial artery that is a direct continuation of the angular vein and ultimately empties into the internal jugular vein.","Facial Vein","NCIT:C32579","class"
"http://purl.obolibrary.org/obo/NCIT_C52687","ncit","NCIT","NCIT_C52687","A vein that represents a continuation of the angular vein and lies behind the facial artery.","Anterior Facial Vein","NCIT:C52687","class"
"http://purl.obolibrary.org/obo/NCIT_C32816","ncit","NCIT","NCIT_C32816","Either of two veins including the right and left innominate vein.","Brachiocephalic Vein","NCIT:C32816","class"
"http://purl.obolibrary.org/obo/NCIT_C32964","ncit","NCIT","NCIT_C32964","A vein in the upper chest on the left side of the body that joins with the right innominate vein to form the superior vena cava.","Left Brachiocephalic Vein","NCIT:C32964","class"
"http://purl.obolibrary.org/obo/NCIT_C33480","ncit","NCIT","NCIT_C33480","A short vein in the area of the clavicle on the right side of the body that joins with the left innominate vein to form the superior vena cava.","Right Brachiocephalic Vein","NCIT:C33480","class"
"http://purl.obolibrary.org/obo/NCIT_C32728","ncit","NCIT","NCIT_C32728","A venous plexus arising from the superior hemorrhoidal and inferior mesenteric veins that surrounds the lower portion of the rectum.","Hemorrhoidal Plexus","NCIT:C32728","class"
"http://purl.obolibrary.org/obo/NCIT_C32854","ncit","NCIT","NCIT_C32854","Two veins running parallel to their corresponding internal mammary arteries that unite forming one vessel. These veins drain the chest wall into the innominate vein.","Internal Thoracic Vein","NCIT:C32854","class"
"http://purl.obolibrary.org/obo/NCIT_C32855","ncit","NCIT","NCIT_C32855","A vein that drains many branches from the pterygoid plexus in the head and face and which joins with the temporal vein to form the temporo-maxillary vein.","Maxillary Vein","NCIT:C32855","class"
"http://purl.obolibrary.org/obo/NCIT_C32858","ncit","NCIT","NCIT_C32858","A group of veins that drain the infero-internal portion of the occipital lobe into the vein of Galen.","Internal Occipital Vein","NCIT:C32858","class"
"http://purl.obolibrary.org/obo/NCIT_C32865","ncit","NCIT","NCIT_C32865","One of two deep veins (anterior or posterior) that run parallel to their corresponding artery in the forearm to drain the wrist and hand.","Interosseous Vein","NCIT:C32865","class"
"http://purl.obolibrary.org/obo/NCIT_C32736","ncit","NCIT","NCIT_C32736","The blood vessels that drain blood from the central veins of the liver into the inferior vena cava.","Hepatic Vein","NCIT:C32736","class"
"http://purl.obolibrary.org/obo/NCIT_C32758","ncit","NCIT","NCIT_C32758","The blood vessel that drains blood from the capillary beds between the hypothalamus and anterior pituitary.","Hypophyseal Portal Vein","NCIT:C32758","class"
"http://purl.obolibrary.org/obo/NCIT_C32771","ncit","NCIT","NCIT_C32771","A superficial blood vessel within the brain that drains the temporal lobe.","Inferior Anastomotic Vein of the Labbe","NCIT:C32771","class"
"http://purl.obolibrary.org/obo/NCIT_C33070","ncit","NCIT","NCIT_C33070","A vein between the biceps and pronator radii teres muscles that unites with the common ulnar vein to form the basilic vein within the forearm.","Median Basilic Vein","NCIT:C33070","class"
