,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
712,Vinorelbine,Vinorelbine,1,Vinorelbine,1.0000,Vinblastine,0.9458,Vincristine,0.9213,Vincristine Sulfate,0.8987,Abiraterone,0.8930
713,Vinorelbrine,Vinorelbine,1,Vinorelbine,0.9733,Vinblastine,0.9437,Vincristine,0.9233,Bortezomib,0.9043,Bevacizumab,0.8967
714,Vorinostat,Vorinostat,1,Vorinostat,1.0000,Pracinostat,0.9165,Quisinostat,0.9053,Bortezomib,0.9024,Histone Deacetylase Inhibitor,0.9022
715,Vulvar resecetion,Vulva;Resection,99,Vulva,0.9231,Re-Excision,0.8937,Re-Excision,0.8937,Re-Excision,0.8937,Re-Excision,0.8937
716,Wertheim Meiggs,Wertheim operation (procedure),1,Wertheim operation (procedure),0.9216,Motixafortide,0.8735,Quizartinib,0.8658,Fotemustine,0.8579,Selinexor,0.8575
717,Wide Excision,Wide Skin Excision,1,Wide Skin Excision,0.9860,Wide Local Excision,0.9780,Wide,0.9324,Excision,0.9211,Excision,0.9211
718,Wide Local Excision,Wide Local Excision,1,Wide Local Excision,1.0000,Wide Skin Excision,0.9719,Local excision (procedure),0.9395,Skin Excision,0.9124,Excision,0.9116
719,Wide local excision,Wide Local Excision,1,Wide Local Excision,1.0000,Wide Skin Excision,0.9719,Local excision (procedure),0.9395,Skin Excision,0.9124,Excision,0.9116
720,Wide re-excisional biopsy,Wide;Re-Excision;Biopsy,99,Wide Skin Excision,0.9507,Wide Local Excision,0.9415,Re-Excision,0.9377,Re-Excision,0.9377,Re-Excision,0.9377
721,XL147,Pilaralisib,99,JAK2 Inhibitor AZD1480,0.8857,Ipilimumab,0.8722,Bortezomib,0.8690,Anti-CD98 Monoclonal Antibody IGN523,0.8679,Anti-EGFR Monoclonal Antibody,0.8674
722,Yes vaccine,Vaccine,1,Vaccine,0.9494,Dendritic Cell Vaccine,0.8955,NY-ESO-1 Peptide Vaccine,0.8799,Ipilimumab,0.8755,Heat-Treated Varicella-Zoster Virus Vaccine V212,0.8725
723,abiraterone,Abiraterone,1,Abiraterone,1.0000,Abiraterone Acetate,0.9832,Dabrafenib,0.9136,Sirolimus,0.9129,Docetaxel,0.9108
724,abiraterone acetate,Abiraterone Acetate,1,Abiraterone Acetate,1.0000,Abiraterone,0.9832,Dabrafenib,0.9098,Sirolimus,0.9096,Bicalutamide,0.9023
725,abraxane,Nab-paclitaxel,99,Pexidartinib,0.8896,Crenolanib,0.8886,Lorazepam,0.8884,Afatinib,0.8873,Abiraterone,0.8859
726,added ipilimumab),Ipilimumab,1,Ipilimumab,0.9392,Everolimus,0.8687,Vemurafenib,0.8685,Adalimumab,0.8651,Anti-TIM-3 Monoclonal Antibody,0.8641
727,adriamycin,Doxorubicin Hydrochloride,2,Doxorubicin,0.9535,Doxorubicin Hydrochloride,0.9284,Anthracycline Antineoplastic Antibiotic,0.9137,Daunorubicin,0.9092,Adalimumab,0.9061
728,amifostine,Amifostine,1,Amifostine,1.0000,Midostaurin,0.8964,Fludarabine,0.8961,Fluorouracil,0.8959,Mitoxantrone,0.8951
729,anterior exenteration,Anterior Pelvic Exenteration,1,Anterior Pelvic Exenteration,0.9686,Anterior Pelvic Exenteration,0.9686,Pelvic Exenteration,0.9339,Low Anterior Resection,0.8860,Appendectomy,0.8837
730,anthracycline,Anthracycline Antineoplastic Antibiotic,1,Anthracycline Antineoplastic Antibiotic,0.9571,Doxorubicin,0.9427,Doxorubicin Hydrochloride,0.9177,Imatinib,0.9143,Docetaxel,0.9075
731,anti-CD123,Immunotherapeutic Agent,99,Anti-CD3 Monoclonal Antibody,0.9271,Anti-TIM-3 Monoclonal Antibody,0.9176,Anti-CD33 Monoclonal Antibody BI 836858,0.9173,Anti-LAG-3 Monoclonal Antibody,0.9131,Anti-CD47 Monoclonal Antibody,0.9091
732,anti-CD33,Immunotherapeutic Agent,99,Anti-CD3 Monoclonal Antibody,0.9817,Anti-CD33 Monoclonal Antibody BI 836858,0.9644,Anti-TIM-3 Monoclonal Antibody,0.9348,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9342,Anti-LAG-3 Monoclonal Antibody,0.9274
733,anti-LAG3,Anti-LAG-3 Monoclonal Antibody,1,Anti-LAG-3 Monoclonal Antibody,0.9610,Anti-Thymocyte Globulin,0.8933,Anti-TIM-3 Monoclonal Antibody,0.8930,Anti-CD47 Monoclonal Antibody,0.8892,Anti-CD3 Monoclonal Antibody,0.8872
734,anti-TIM3,Anti-TIM-3 Monoclonal Antibody,1,Anti-TIM-3 Monoclonal Antibody,0.9648,Anti-CD33 Monoclonal Antibody BI 836858,0.9093,Anti-Thymocyte Globulin,0.9085,Anti-CD3 Monoclonal Antibody,0.9085,Anti-LAG-3 Monoclonal Antibody,0.9070
735,appendectomy,Appendectomy,1,Appendectomy,1.0000,Segmentectomy,0.9113,Segmentectomy,0.9113,Segmentectomy,0.9113,Metastasectomy,0.9066
736,autologous stem cell transplant,Autologous Hematopoietic Stem Cell Transplantation,1,Autologous Hematopoietic Stem Cell Transplantation,0.9803,Allogeneic Hematopoietic Stem Cell Transplantation,0.9374,Allogeneic Hematopoietic Stem Cell Transplantation,0.9374,Hematopoietic Cell Transplantation,0.9199,Bone Marrow Transplantation,0.9098
737,autologout SCT,Autologous Hematopoietic Stem Cell Transplantation,1,Autologous Hematopoietic Stem Cell Transplantation,0.9062,Allogeneic Hematopoietic Stem Cell Transplantation,0.8855,Allogeneic Hematopoietic Stem Cell Transplantation,0.8855,Hematopoietic Cell Transplantation,0.8730,Haploidentical Hematopoietic Cell Transplantation,0.8710
738,axillary dissection,Axillary Lymph Node Dissection,1,Axillary Lymph Node Dissection,0.9802,Axillary Lymph Node Dissection,0.9802,Axillary Lymph Node,0.9438,Axillary Lymph Node,0.9438,Axillary Lymph Node Biopsy,0.9379
739,axillary lymph node biopsy,Axillary Lymph Node Biopsy,1,Axillary Lymph Node Biopsy,1.0000,Axillary Lymph Node,0.9633,Axillary Lymph Node,0.9633,Axillary Lymph Node Dissection,0.9566,Axillary Lymph Node Dissection,0.9566
740,axillary lymph node dissection,Axillary Lymph Node Dissection,1,Axillary Lymph Node Dissection,1.0000,Axillary Lymph Node Dissection,1.0000,Axillary Lymph Node,0.9621,Axillary Lymph Node,0.9621,Axillary Lymph Node Biopsy,0.9566
741,axillary node dissection,Axillary Lymph Node Dissection,1,Axillary Lymph Node Dissection,0.9939,Axillary Lymph Node Dissection,0.9939,Axillary Lymph Node,0.9631,Axillary Lymph Node,0.9631,Axillary Lymph Node Biopsy,0.9558
742,axillary sentinel lymph node biopsy,Axillary Lymph Node;Sentinel Lymph Node Biopsy,99,Sentinel Lymph Node Biopsy,0.9805,Sentinel Lymph Node Biopsy,0.9805,Sentinel Lymph Node Biopsy,0.9805,Sentinel Lymph Node Biopsy,0.9805,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,0.9760
743,azacitidine,Azacitidine,1,Azacitidine,1.0000,Azacitidine Regimen,0.9689,Decitabine,0.9102,Azathioprine,0.9074,Cisplatin,0.8901
744,bevacizumab,Bevacizumab,1,Bevacizumab,1.0000,Bortezomib,0.9227,Rituximab,0.9107,Sorafenib,0.9094,Everolimus,0.9064
745,bicalutamide,Bicalutamide,1,Bicalutamide,1.0000,Enzalutamide,0.9358,Abiraterone Acetate,0.9023,Abiraterone,0.8991,Antiandrogen Therapy,0.8991
746,bilateral pelvic lymph node dissection,Bilateral Pelvic Lymph Node Dissection,1,Bilateral Pelvic Lymph Node Dissection,1.0000,Pelvic Lymphadenectomy,0.9517,Pelvic Lymphadenectomy,0.9517,Pelvic Lymphadenectomy,0.9517,Bilateral Salpingectomy,0.9247
747,bilateral pelvic lymphadenectomy,Bilateral;Pelvic Lymphadenectomy,99,Bilateral Pelvic Lymph Node Dissection,0.9774,Pelvic Lymphadenectomy,0.9628,Pelvic Lymphadenectomy,0.9628,Pelvic Lymphadenectomy,0.9628,Bilateral Salpingectomy,0.9375
748,bilateral total mastectomies,Bilateral;Total Mastectomy,99,Total Mastectomy,0.9517,Total Mastectomy,0.9517,Total Mastectomy,0.9517,Total Mastectomy,0.9517,Bilateral Mastectomy,0.9437
749,biopsy,Biopsy,1,Biopsy,1.0000,Biopsy,1.0000,Biopsy,1.0000,Biopsy,1.0000,Biopsy of Breast,0.9557
750,bleomycin,Bleomycin,1,Bleomycin,1.0000,Vinblastine,0.9030,Bortezomib,0.9018,Bevacizumab,0.8979,Lapatinib,0.8953
751,breast conserving therapy,Breast Conservation Treatment,1,Breast Conservation Treatment,0.9664,Biopsy of Breast,0.8968,Left Breast,0.8923,Skin-Sparing Mastectomy,0.8894,Skin-Sparing Mastectomy,0.8894
752,brentuximab vedotin,Brentuximab Vedotin,1,Brentuximab Vedotin,1.0000,Vinblastine,0.8995,Trametinib,0.8985,Nab-paclitaxel,0.8968,Docetaxel,0.8942
753,cape,Capecitabine,3,Cetuximab,0.8920,Cytarabine,0.8857,Capecitabine,0.8839,Celecoxib,0.8819,Decitabine,0.8759
754,capecitabine,Capecitabine,1,Capecitabine,1.0000,Gemcitabine,0.9101,Dasatinib,0.9066,Temozolomide,0.9053,Trastuzumab,0.9026
755,carbo,Carboplatin,2,Celecoxib,0.8726,Carboplatin,0.8719,Dacarbazine,0.8671,Cytosine,0.8666,Cytarabine,0.8627
756,carboplatin,Carboplatin,1,Carboplatin,1.0000,Cisplatin,0.9259,Cetuximab,0.9212,Platinum,0.9131,Cyclophosphamide,0.9094
757,carmustine,Carmustine,1,Carmustine,1.0000,Lomustine,0.9492,Fotemustine,0.9151,Gemtuzumab,0.8888,Temozolomide,0.8881
758,carvo,Carboplatin,99,Carmustine,0.8945,Pevonedistat,0.8655,Venetoclax,0.8627,Vadastuximab Talirine,0.8620,Vinblastine,0.8599
759,cd47mAb,Anti-CD47 Monoclonal Antibody,1,Anti-CD47 Monoclonal Antibody,0.9467,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8889,PSMA-targeting Agent,0.8864,Adalimumab,0.8795,Ipilimumab,0.8777
760,cetuximab,Cetuximab,1,Cetuximab,1.0000,Carboplatin,0.9212,Pertuzumab,0.9165,Celecoxib,0.9118,Cisplatin,0.9078
761,cis,Cisplatin,1,Cisplatin,0.8949,Carboplatin,0.8891,Cixutumumab,0.8777,Cetuximab,0.8756,Celecoxib,0.8708
762,cisplatin,Cisplatin,1,Cisplatin,1.0000,Platinum,0.9389,Carboplatin,0.9259,Cetuximab,0.9078,Oxaliplatin,0.9051
763,clofarabine,Clofarabine,1,Clofarabine,1.0000,Fludarabine,0.9033,Fenretinide,0.8979,Folic Acid,0.8930,Cladribine,0.8893
764,cob,Cobimetinib,1,Cobimetinib,0.9361,Cetuximab,0.9053,Cytarabine,0.8966,Carboplatin,0.8911,Celecoxib,0.8906
765,cobimetinib,Cobimetinib,1,Cobimetinib,1.0000,Binimetinib,0.9429,Selumetinib,0.9047,Edicotinib,0.8973,Ibrutinib,0.8969
766,combo resection,Combination;Resection,99,Resection,0.9119,Resection,0.9119,Resection,0.9119,Resection,0.9119,Resection,0.9119
767,cos,Cisplatin,99,Oxaliplatin,0.8593,Etoposide,0.8534,Cyclosporine,0.8514,Cetuximab,0.8510,Splenectomy,0.8506
768,creation of ileal conduit,Urinary Diversion,4,Ureterectomy,0.8706,Ureterectomy,0.8706,Ureter,0.8667,Urinary Diversion,0.8658,Urethrectomy,0.8649
769,creation of neobladder,Neobladder,1,Neobladder,0.9552,Neobladder,0.9552,Nephroureterectomy,0.8800,Nephroureterectomy,0.8800,Nephroureterectomy,0.8800
770,creation of orthotopic neobladder,Orthotopic;Neobladder,99,Neobladder,0.9304,Neobladder,0.9304,Orthotopic,0.9114,Urethrectomy,0.8757,Nephroureterectomy with Cuff of Bladder,0.8753
771,cvt,Regadenoson,99,Cyclophosphamide,0.8970,Valspodar,0.8954,Cetuximab,0.8950,Cyclosporine,0.8934,Carboplatin,0.8929
772,cyclophosphamide,Cyclophosphamide,1,Cyclophosphamide,1.0000,Carboplatin,0.9094,Cytosine,0.9006,Cetuximab,0.9003,Temozolomide,0.8999
773,cystoprostatectomy,Radical Cystoprostatectomy,1,Radical Cystoprostatectomy,0.9792,Radical Cystoprostatectomy,0.9792,Radical Cystoprostatectomy,0.9792,Radical Cystoprostatectomy,0.9792,Cystectomy,0.9179
774,cytarabine,Cytarabine,1,Cytarabine,1.0000,Liposomal Cytarabine,0.9526,Cytosine,0.9074,Cyclosporine,0.9038,Dasatinib,0.9034
775,dacarbazine,Dacarbazine,1,Dacarbazine,1.0000,Procarbazine,0.9450,Dactinomycin,0.9363,Decitabine,0.9201,Dacomitinib,0.9175
776,dauna,Daunorubicin,1,Daunorubicin,0.9062,Dopamine,0.8871,Cediranib,0.8686,Doxorubicin,0.8664,Docetaxel,0.8646
777,dauno,Daunorubicin,1,Daunorubicin,0.9331,Liposome-encapsulated Daunorubicin-Cytarabine,0.8667,Cediranib,0.8603,Dopamine,0.8590,Dutasteride,0.8583
778,dcVax,Dendritic Cell Vaccine,1,Dendritic Cell Vaccine,0.9142,Dactinomycin,0.8987,Decitabine,0.8961,Dexamethasone,0.8957,Dexamethasone,0.8957
779,desatinib,Dasatinib,99,Dutasteride,0.8840,Cediranib,0.8793,Everolimus,0.8784,Devimistat,0.8768,Trastuzumab,0.8761
780,dex,Dexamethasone,1,Dexamethasone,0.9499,Dexamethasone,0.9499,Prednisolone,0.9177,Prednisone,0.9112,Decitabine,0.9106
781,dexamethasone,Dexamethasone,1,Dexamethasone,1.0000,Dexamethasone,1.0000,Prednisolone,0.9287,Prednisone,0.9238,Steroid Therapy,0.9178
782,docetaxel,Docetaxel,1,Docetaxel,1.0000,Abiraterone,0.9108,Paclitaxel,0.9058,Dexamethasone,0.9055,Dexamethasone,0.9055
783,doxorubicin,Doxorubicin,1,Doxorubicin,1.0000,Doxorubicin Hydrochloride,0.9678,Anthracycline Antineoplastic Antibiotic,0.9266,Daunorubicin,0.9257,Adalimumab,0.9186
784,doxorubicin hydrochloride,Doxorubicin Hydrochloride,1,Doxorubicin Hydrochloride,1.0000,Doxorubicin,0.9678,Irinotecan Hydrochloride,0.9327,Anthracycline Antineoplastic Antibiotic,0.9211,Erlotinib Hydrochloride,0.9094
785,enucleation,Enucleation,1,Enucleation,1.0000,Enucleation,1.0000,Enucleation,1.0000,Enasidenib,0.9068,Enoblituzumab,0.8973
786,enucleation in the pancretic tail,Enucleation;Tail of the Pancreas,99,Enucleation,0.9310,Enucleation,0.9310,Enucleation,0.9310,Pancreaticoduodenectomy,0.9197,Tail of the Pancreas,0.9195
787,enzalutamide,Enzalutamide,1,Enzalutamide,1.0000,Bicalutamide,0.9358,Leuprolide,0.8955,Abiraterone Acetate,0.8937,Antiandrogen Therapy,0.8926
788,epirubicin,Epirubicin,1,Epirubicin,1.0000,Idarubicin,0.9436,Abiraterone,0.8951,External Beam Radiation Therapy,0.8902,External Beam Radiation Therapy,0.8902
789,erlotinib,Erlotinib,1,Erlotinib,1.0000,Erlotinib Hydrochloride,0.9519,Everolimus,0.9130,Gefitinib,0.9119,Imatinib,0.9082
790,etoposide,Etoposide,1,Etoposide,1.0000,Etoposide Phosphate,0.9552,Erlotinib,0.9069,Temozolomide,0.9019,Topoisomerase-I Inhibitor,0.8992
791,etoposide phosphate,Etoposide Phosphate,1,Etoposide Phosphate,1.0000,Etoposide,0.9552,Topoisomerase-I Inhibitor,0.8941,Prednisone,0.8937,Prednisolone,0.8925
792,everolimus,Everolimus,1,Everolimus,1.0000,Axitinib,0.9222,Sirolimus,0.9205,Erlotinib,0.9130,Ipilimumab,0.9126
793,excision of mass on chest wall,Excision;Chest Wall Mass,99,Chest Wall Mass,0.9409,Excision,0.9131,Excision,0.9131,Excision,0.9131,Excision,0.9131
794,excisional biopsy,Excisional Biopsy,1,Excisional Biopsy,1.0000,Excision,0.9524,Excision,0.9524,Excision,0.9524,Excision,0.9524
795,extended pelvic lymph node dissection,Extend;Pelvic Lymphadenectomy,99,Bilateral Pelvic Lymph Node Dissection,0.9494,Pelvic Lymphadenectomy,0.9392,Pelvic Lymphadenectomy,0.9392,Pelvic Lymphadenectomy,0.9392,Axillary Lymph Node Dissection,0.9092
796,fluorouracil,Fluorouracil,1,Fluorouracil,1.0000,Fluoropyrimidine,0.9346,Floxuridine,0.9194,Fludarabine,0.9150,Folic Acid,0.9139
797,folinic acid,Leucovorin,5,Folic Acid,0.9182,Valproic Acid,0.9064,Fluorouracil,0.8900,Vinorelbine,0.8772,Leucovorin,0.8681
798,gem,Gemcitabine,3,Gemtuzumab,0.9548,Gemtuzumab Ozogamicin,0.9381,Gemcitabine,0.9194,Pemetrexed,0.8943,Gefitinib,0.8907
799,gemcitabine,Gemcitabine,1,Gemcitabine,1.0000,Gefitinib,0.9102,Capecitabine,0.9101,Dasatinib,0.9040,Imatinib,0.9037
800,gleevec,Imatinib Regimen,99,Glembatumumab,0.8953,Seviteronel,0.8930,Valspodar,0.8852,Imatinib,0.8846,Epinephrine,0.8780
801,hydrea,Hydroxyurea,99,Vorinostat,0.8891,Pertuzumab,0.8767,Dutasteride,0.8750,Oblimersen Sodium,0.8730,Histone Deacetylase Inhibitor,0.8716
802,hysterectomy,Hysterectomy,1,Hysterectomy,1.0000,Robotic Hysterectomy,0.9504,Radical Hysterectomy,0.9446,Total Hysterectomy,0.9443,Modified Radical Hysterectomy,0.9250
803,ifosfamide,Ifosfamide,1,Ifosfamide,1.0000,Fludarabine,0.9033,Ifabotuzumab,0.8951,Fluorouracil,0.8949,Afatinib,0.8922
804,ileal conduit,Urinary Diversion,4,Ureter,0.8782,Neobladder,0.8753,Neobladder,0.8753,Urinary Diversion,0.8711,Anastomosis,0.8693
805,ileal conduit urinary diversion,Urinary Diversion,1,Urinary Diversion,0.9528,Neobladder,0.8870,Neobladder,0.8870,Ureter,0.8858,Ureterectomy,0.8826
806,inner-upper margin re-excision,Inner;Upper;Surgical Margin;Re-Excision,99,Re-Excision,0.9310,Re-Excision,0.9310,Re-Excision,0.9310,Re-Excision,0.9310,Re-Excision,0.9310
807,ipi,Ipilimumab,1,Ipilimumab,0.8944,Plitidepsin,0.8929,Iodine,0.8924,Pipobroman,0.8912,Cisplatin,0.8888
808,ipilimumab,Ipilimumab,1,Ipilimumab,1.0000,Everolimus,0.9126,Temozolomide,0.9090,Sunitinib,0.9086,Trastuzumab,0.9048
809,irinotecan,Irinotecan,1,Irinotecan,1.0000,Irinotecan Hydrochloride,0.9719,Ipilimumab,0.9033,Sirolimus,0.9032,Sorafenib,0.9028
810,isotretinoin,Isotretinoin,1,Isotretinoin,1.0000,Tretinoin,0.9183,Fenretinide,0.9123,Treosulfan,0.8883,Etoposide,0.8862
811,left axillary lymph node dissection,Left;Axillary Lymph Node Dissection,99,Axillary Lymph Node Dissection,0.9832,Axillary Lymph Node Dissection,0.9832,Axillary Lymph Node,0.9518,Axillary Lymph Node,0.9518,Axillary Lymph Node Biopsy,0.9426
812,left breast biopsy,Left;Biopsy of Breast,99,Left Breast,0.9643,Biopsy of Breast,0.9417,Right Breast,0.9286,Right Breast,0.9286,Right Breast,0.9286
813,left segmental mastectomy,Left;Segmental Mastectomy,99,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755,Segmental Mastectomy,0.9755
814,left sentinel lymph node biospy,Left;Sentinel Lymph Node Biopsy,99,Sentinel Lymph Node,0.9387,Sentinel Lymph Node,0.9387,Sentinel Lymph Node Biopsy,0.9371,Sentinel Lymph Node Biopsy,0.9371,Sentinel Lymph Node Biopsy,0.9371
815,lenalidomide,Lenalidomide,1,Lenalidomide,1.0000,Melphalan,0.9114,Rituximab,0.9075,Thalidomide,0.9074,Ipilimumab,0.9029
816,lenaloidomide,Lenalidomide,1,Lenalidomide,0.9235,Dexamethasone,0.8879,Dexamethasone,0.8879,Thalidomide,0.8840,Ruxolitinib,0.8828
817,leucovorin,Leucovorin,1,Leucovorin,1.0000,Asparaginase,0.8761,Lymphadenectomy,0.8749,Lymphadenectomy,0.8749,Lymphadenectomy,0.8749
818,level 1 and level 2 axillary dissection,Axillary Lymph Node Level I;Axillary Lymph Node Level II;Lymphadenectomy,99,Axillary Lymph Node Level II,0.9545,Axillary Lymph Node Level I,0.9472,Axillary Lymph Node Dissection,0.9280,Axillary Lymph Node Dissection,0.9280,Axillary Lymph Node,0.9056
819,limb infusion,Isolated Chemotherapeutic Limb Perfusion,1,Isolated Chemotherapeutic Limb Perfusion,0.9117,Intrahepatic Infusion Procedure,0.9100,Donor Lymphocyte Infusion,0.8913,Biochemotherapy,0.8697,Hip Replacement,0.8691
820,localized segmental mastectomy,Localized;Segmental Mastectomy,99,Segmental Mastectomy,0.9679,Segmental Mastectomy,0.9679,Segmental Mastectomy,0.9679,Segmental Mastectomy,0.9679,Segmental Mastectomy,0.9679
821,lomustine,Lomustine,1,Lomustine,1.0000,Carmustine,0.9492,Fotemustine,0.9233,Melphalan,0.9048,Venetoclax,0.8868
822,lumpectomy right breast (breast cancer),Lumpectomy;Right Breast,99,Lumpectomy,0.9460,Lumpectomy,0.9460,Lumpectomy,0.9460,Lumpectomy,0.9460,Right Breast,0.9398
823,lung resection,Lung;Resection,99,Resection,0.9541,Resection,0.9541,Resection,0.9541,Resection,0.9541,Resection,0.9541
824,lymph node dissection,Lymphadenectomy,4,Axillary Lymph Node Dissection,0.9630,Axillary Lymph Node Dissection,0.9630,Bilateral Pelvic Lymph Node Dissection,0.9396,Lymphadenectomy,0.9362,Lymphadenectomy,0.9362
825,lymph node left axillary lymph node excision,Left;Axillary Lymph Node Dissection,99,Axillary Lymph Node Dissection,0.9540,Axillary Lymph Node Dissection,0.9540,Axillary Lymph Node,0.9370,Axillary Lymph Node,0.9370,Axillary Lymph Node Biopsy,0.9369
826,lymphadenectomy,Lymphadenectomy,1,Lymphadenectomy,1.0000,Lymphadenectomy,1.0000,Lymphadenectomy,1.0000,Lymphadenectomy,1.0000,Lymphadenectomy,1.0000
827,mEK162,Binimetinib,99,mTOR Kinase Inhibitor AZD8055,0.8897,Mitogen-Activated Protein Kinase Kinase Inhibitor,0.8875,Axitinib,0.8831,Melphalan,0.8812,Sunitinib Malate,0.8799
828,mek162,Binimetinib,99,mTOR Kinase Inhibitor AZD8055,0.8897,Mitogen-Activated Protein Kinase Kinase Inhibitor,0.8875,Axitinib,0.8831,Melphalan,0.8812,Sunitinib Malate,0.8799
829,melphalan,Melphalan,1,Melphalan,1.0000,Lenalidomide,0.9114,Lomustine,0.9048,Mycophenolate Mofetil,0.8993,Liposomal Cytarabine,0.8926
830,methotrexate,Methotrexate,1,Methotrexate,1.0000,Mitomycin,0.9078,Mycophenolate Mofetil,0.9020,Memantine,0.8949,Azathioprine,0.8948
831,mitotane,Mitotane,1,Mitotane,1.0000,Mitoxantrone,0.9166,Topotecan,0.8790,Memantine,0.8753,Methotrexate,0.8705
832,mitoxantrone,Mitoxantrone,1,Mitoxantrone,1.0000,Mitotane,0.9166,Docetaxel,0.9038,Macitentan,0.9006,Amifostine,0.8951
833,needle directed right breast biopsy,Wire-Guided Localization;Right Breast;Biopsy;Wire-Guided Localization;Right Breast,99,Right Breast,0.9319,Right Breast,0.9319,Right Breast,0.9319,Right Breast,0.9319,Right Breast,0.9319
834,needle localized segmental mastectomy,Wire-Guided Localization;Segmental Mastectomy,99,Segmental Mastectomy,0.9515,Segmental Mastectomy,0.9515,Segmental Mastectomy,0.9515,Segmental Mastectomy,0.9515,Segmental Mastectomy,0.9515
835,nivo,Nivolumab,99,Seviteronel,0.8748,Vinorelbine,0.8700,Veliparib,0.8658,l-Norepinephrine,0.8635,Nintedanib,0.8610
836,nivolumab,Nivolumab,1,Nivolumab,1.0000,Sunitinib,0.9080,Adalimumab,0.9040,Sorafenib,0.9016,Ipilimumab,0.8985
837,novel agent,Pharmacologic Substance,99,Immunotherapeutic Agent,0.8836,Immunotherapeutic Agent,0.8836,Nab-paclitaxel,0.8836,Apoptotic Pathway-targeting Antineoplastic Agent,0.8809,Nintedanib,0.8742
838,oncovex,Talimogene Laherparepvec,99,Oxaliplatin,0.8997,Capecitabine,0.8913,Trastuzumab,0.8860,Ovarian,0.8844,Bevacizumab,0.8824
839,orthotopic neobladder,Orthotopic;Neobladder,99,Neobladder,0.9583,Neobladder,0.9583,Orthotopic,0.9315,Urethrectomy,0.8841,Urinary Diversion,0.8823
840,ovoids,Mini Ovoid Brachytherapy,2,Ovarian,0.9160,Mini Ovoid Brachytherapy,0.9093,Vagina,0.9079,Vulva,0.8994,Oxaliplatin,0.8871
841,ox,Oxaliplatin,1,Oxaliplatin,0.8973,Orthotopic,0.8778,Ovarian,0.8746,Laparotomy,0.8694,Amifostine,0.8693
842,oxali,Oxaliplatin,1,Oxaliplatin,0.9326,Ovarian,0.8907,Carboplatin,0.8902,Erlotinib,0.8877,Cisplatin,0.8787
843,oxaliplatin,Oxaliplatin,1,Oxaliplatin,1.0000,Cisplatin,0.9051,Cetuximab,0.9041,Ovarian,0.9011,Pertuzumab,0.8995
844,paclitaxel,Paclitaxel,1,Paclitaxel,1.0000,Nab-paclitaxel,0.9494,Topotecan,0.9085,Docetaxel,0.9058,Bortezomib,0.9048
845,pancreatoduodenectomy,Pancreaticoduodenectomy,1,Pancreaticoduodenectomy,0.9621,Total Pancreatectomy,0.9421,Distal Pancreatectomy,0.9360,Pylorus-sparing pancreaticoduodenectomy (procedure),0.9299,Abdominoperineal Resection,0.9125
846,partial left mastectomy,Left;Lumpectomy,99,Partial Nephrectomy,0.9320,Partial,0.9288,Partial Salpingectomy,0.9280,Left Breast,0.9279,Partial Hepatectomy,0.9249
847,partial mastectomy,Segmental Mastectomy,99,Partial,0.9438,Mastectomy,0.9388,Partial Nephrectomy,0.9372,Partial Salpingectomy,0.9300,Total Mastectomy,0.9279
848,pelvic lymphadenectomy,Pelvic Lymphadenectomy,1,Pelvic Lymphadenectomy,1.0000,Pelvic Lymphadenectomy,1.0000,Pelvic Lymphadenectomy,1.0000,Bilateral Pelvic Lymph Node Dissection,0.9517,Lymphadenectomy,0.9490
849,pembrolizumab,Pembrolizumab,1,Pembrolizumab,1.0000,Pemetrexed,0.9325,Atezolizumab,0.9259,Monalizumab,0.9039,Mogamulizumab,0.8984
850,pemetrexed treatment,Pemetrexed,1,Pemetrexed,0.9704,Pembrolizumab,0.9228,Treatment Regimen,0.9057,Erlotinib,0.8959,Pexidartinib,0.8928
851,pertuzumab,Pertuzumab,1,Pertuzumab,1.0000,Cetuximab,0.9165,Lapatinib,0.8999,Oxaliplatin,0.8995,Paclitaxel,0.8985
852,plexifor,Plerixafor,5,Pipobroman,0.8822,Interferon Alpha,0.8789,Seviteronel,0.8780,Vemurafenib,0.8760,Plerixafor,0.8749
853,pouch res.,J-Pouch Coloanal Anastomosis,1,J-Pouch Coloanal Anastomosis,0.8767,Resection,0.8763,Resection,0.8763,Resection,0.8763,Resection,0.8763
854,pred,Prednisone,99,Prexasertib,0.8834,Pravastatin,0.8830,Decitabine,0.8775,Pending,0.8753,Valspodar,0.8750
855,prednisone,Prednisone,1,Prednisone,1.0000,Prednisolone,0.9495,Dexamethasone,0.9238,Dexamethasone,0.9238,Steroid Therapy,0.9197
856,procarbazine,Procarbazine,1,Procarbazine,1.0000,Dacarbazine,0.9450,Temozolomide,0.8945,Apalutamide,0.8880,Cyclosporine,0.8817
857,pulse dose rate,Pulsed-Dose Rate Brachytherapy,1,Pulsed-Dose Rate Brachytherapy,0.9287,High-Dose Rate Brachytherapy,0.9029,Low-Dose Rate Brachytherapy,0.8905,Prednisone,0.8708,Gemcitabine,0.8639
