,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
673,Total Abdominal,Total Abdominal Hysterectomy,99,Amphotalide,0.8654,Ludaterone,0.8517,Partricin,0.8516,Anorexiant,0.8485,Actarit,0.8476
674,Total Abdominal Hysterectomy,Total Abdominal Hysterectomy,99,Tamoxifen,0.8620,Hydrobentizide,0.8553,Histrelin,0.8552,Turosteride,0.8547,Histapyrrodine,0.8538
675,Total Body Irradiation,Total-Body Irradiation,99,Total Tumor RNA-loaded Dendritic Cell Vaccine,0.8849,Risarestat,0.8670,Autologous Tumor Infiltrating Lymphocytes TBio-4101,0.8667,Yttrium Y-90 Ibritumomab Tiuxetan,0.8667,Radicicol,0.8659
676,Total Hepatectomy,Total Hepatectomy,99,Hepatoprotective Agent,0.8664,Tamoxifen,0.8638,Etirinotecan Pegol Tetratriflutate,0.8635,Sorafenib,0.8620,Therapeutic Hemin,0.8614
677,Total Mastectomy,Total Mastectomy,99,Tamoxifen,0.8846,Trastuzumab,0.8734,Amitriptyline,0.8672,Metronidazole,0.8645,Totrombopag,0.8644
678,Total mastectomy,Total Mastectomy,99,Tamoxifen,0.8846,Trastuzumab,0.8734,Amitriptyline,0.8672,Metronidazole,0.8645,Totrombopag,0.8644
679,Total pancreatectomy,Total Pancreatectomy,99,Pancrelipase,0.8916,Pancrelipase Amylase,0.8762,Pancrelipase Lipase,0.8746,Pancopride,0.8743,Pentigetide,0.8708
680,Trametinib,Trametinib,1,Trametinib,1.0000,Tramadol,0.9454,Trametinib Dimethyl Sulfoxide,0.9411,Tramadol Hydrochloride,0.9345,Tramazoline,0.9248
681,Transplant,Graft,99,Immunosuppressant,0.8838,Isatuximab,0.8824,Amatuximab,0.8821,Tacrolimus,0.8798,Tolnaftate,0.8787
682,Transurethral resection,Transurethral Resection,99,Recombinant Transforming Growth Factor-Alpha,0.8809,Turosteride,0.8801,Recombinant Transforming Growth Factor,0.8766,Travoprost,0.8759,Recombinant Transforming Growth Factor-Beta 1,0.8755
683,Trastuzumab,Trastuzumab,1,Trastuzumab,1.0000,Trastuzumab Emtansine,0.9481,Trastuzumab Vedotin,0.9423,Trastuzumab Corixetan,0.9347,Trastuzumab Botidotin,0.9346
684,Tremelimumab,Tremelimumab,1,Tremelimumab,1.0000,Trempamotide,0.9227,Nerelimomab,0.9222,Tremacamra,0.9124,Etimumotide,0.9107
685,Treosulfan,Treosulfan,1,Treosulfan,1.0000,Thiazosulfone,0.9424,Treloxinate,0.9251,Trepipam,0.9219,Mannosulfan,0.9218
686,Tretinoin,Tretinoin,1,Tretinoin,1.0000,Tretinoin Liposome,0.9577,Tretinoin Tocoferil,0.9521,Trestolone,0.9271,Treloxinate,0.9268
687,UNK,Unknown,99,Unoprostone,0.9370,Naphthalimide Analogue UNBS5162,0.8969,Unoprostone Isopropyl,0.8964,Unesbulin,0.8929,Unasnemab,0.8925
688,Uncinate process resection,Uncinate Process of Pancreas;Resection,99,Prodeconium,0.8587,Pumecitinib,0.8562,Coleneuramide,0.8550,Curcuminoid,0.8520,CAP-2 (CEA Peptide 9-mer),0.8512
689,Unilateral Oophorectomy,Unilateral Oophorectomy,99,2-Hydroxyestradiol,0.8742,Oxaceprol,0.8705,2-Hydroxyestrone,0.8691,Aloxistatin,0.8687,Trastuzumab/Hyaluronidase-oysk,0.8684
690,Unilateral Salpingo- Oophorectomy,Unilateral Salpingo-oophorectomy,99,Salantel,0.8765,2-Hydroxyestradiol,0.8736,Trastuzumab/Hyaluronidase-oysk,0.8725,Salmeterol,0.8717,2-Hydroxyestrone,0.8709
691,Unilateral Salpingo-Oophorectomy,Unilateral Salpingo-oophorectomy,99,Salantel,0.8765,2-Hydroxyestradiol,0.8736,Trastuzumab/Hyaluronidase-oysk,0.8725,Salmeterol,0.8717,2-Hydroxyestrone,0.8709
692,Ureteral Biopsy,Ureter;Biopsy,99,Urinary Bladder Tumor Antigen,0.8850,Bremelanotide,0.8788,Benfluorex,0.8778,Bexarotene,0.8764,Netazepide,0.8752
693,Ureterectomy,Ureterectomy,99,Utidelone,0.8924,Prazitone,0.8849,Floxuridine,0.8841,Zofenoprilat,0.8838,Zofenopril,0.8837
694,Urethrectomy,Urethrectomy,99,Ubrogepant,0.9069,Menogaril,0.9010,Uprosertib,0.8980,Ciprostene,0.8964,Azathioprine,0.8948
695,V212,Heat-Treated Varicella-Zoster Virus Vaccine V212,2,VHL2 (Y12M) Peptide,0.8976,Heat-Treated Varicella-Zoster Virus Vaccine V212,0.8963,HPV16-E6-T27,0.8865,Monoclonal Antibody RAV12,0.8803,pNGVL3-hIL12,0.8791
696,VB,Vinblastine,99,Vinburnine,0.9181,Vabicaserin,0.9163,Topical VBP-926 Solution,0.9159,Bevacizumab,0.9133,Valbenazine,0.9059
697,VCR,Vincristine,99,Cyclovalone,0.9138,VCL-CB01 Vaccine,0.9112,Valategrast,0.9090,Vinformide,0.9086,ALVAC-CEA (VCP248),0.9069
698,VINCRISTINE,Vincristine,1,Vincristine,1.0000,Vincristine Liposomal,0.9518,Vincristine Sulfate,0.9493,Vincristine Sulfate Liposome,0.9268,Vinblastine,0.9237
699,VP-16,Etoposide,99,HPV 16 L1-VLP,0.9319,A-16l,0.9226,HPV 16 E6 (18-26) Peptide,0.9197,HPV 18 L1-VLP,0.9185,VHL16 Peptide,0.9154
700,VS-4718,FAK Inhibitor VS-4718,1,FAK Inhibitor VS-4718,0.9241,FGFR4 Inhibitor SY-4798,0.8997,MS-247,0.8990,Fluorine F 18-VM4-037,0.8979,HPV16-E7-T512,0.8935
701,VT-464,Seviteronel,99,CP-547632,0.8996,Peptide 946,0.8932,Anti-CD46 Antibody-drug Conjugate FOR46,0.8923,VT30 Topical Gel,0.8913,FGFR4 Inhibitor SY-4798,0.8883
702,Valproic Acid,Valproic Acid,1,Valproic Acid,1.0000,Valproate Sodium,0.9611,Valpromide,0.9394,Valproate Pivoxil,0.9355,Valiloxibic Acid,0.9319
703,Velcade,Bortezomib,99,Velsecorat,0.9144,Abacavir,0.9144,Tetracaine,0.9143,Ipravacaine,0.9113,Flecainide,0.9109
704,Vem,Vemurafenib,2,Vemtoberant,0.9433,Vemurafenib,0.9422,Vemircopan,0.9298,Vancomycin,0.9168,Vorinostat,0.9160
705,Vemurafenib,Vemurafenib,1,Vemurafenib,1.0000,Vemtoberant,0.9373,Plixorafenib,0.9234,Dabrafenib,0.9210,Vemircopan,0.9180
706,Venetoclax,Venetoclax,1,Venetoclax,1.0000,Pelcitoclax,0.9263,Navitoclax,0.9203,Vemtoberant,0.9169,Vedaclidine,0.9135
707,Venetoclax (ABT-199),Venetoclax,1,Venetoclax,0.9622,BH3 Mimetic ABT-737,0.9200,Aplaviroc,0.9154,EGFR/HER2 Inhibitor ABT-101,0.9132,PARP-1/2 Inhibitor ABT-767,0.9114
708,Vidaza,Azacitidine Regimen,99,Vidarabine,0.9598,Vidofludimus,0.9381,Viomycin,0.9375,Vidupiprant,0.9345,Vidarabine Phosphate,0.9322
709,Vinblastine,Vinblastine,1,Vinblastine,1.0000,Vinorelbine,0.9458,Vinblastine Sulfate,0.9445,Vinflunine,0.9425,Vinburnine,0.9417
710,Vincristine,Vincristine,1,Vincristine,1.0000,Vincristine Liposomal,0.9518,Vincristine Sulfate,0.9493,Vincristine Sulfate Liposome,0.9268,Vinblastine,0.9237
711,Vincristine Sulfate,Vincristine Sulfate,1,Vincristine Sulfate,1.0000,Vincristine Sulfate Liposome,0.9705,Vinblastine Sulfate,0.9525,Vincristine,0.9493,Vinrosidine Sulfate,0.9422
712,Vinorelbine,Vinorelbine,1,Vinorelbine,1.0000,Liposomal Vinorelbine,0.9518,Avorelin,0.9478,Vinorelbine Tartrate,0.9470,Vinblastine,0.9458
713,Vinorelbrine,Vinorelbine,1,Vinorelbine,0.9733,Vinblastine,0.9437,Avorelin,0.9415,Liposomal Vinorelbine,0.9365,Vinorelbine Tartrate,0.9348
714,Vorinostat,Vorinostat,1,Vorinostat,1.0000,Vorozole,0.9501,Belinostat,0.9443,Dacinostat,0.9416,Voriconazole,0.9411
715,Vulvar resecetion,Vulva;Resection,99,Resatorvid,0.9105,Veverimer,0.9001,Vedroprevir,0.8916,Vulinacimab,0.8904,Resocortol,0.8895
716,Wertheim Meiggs,Wertheim operation (procedure),99,Olmutinib,0.8813,Zegruvirimat,0.8793,Merestinib,0.8770,Mebolazine,0.8765,Befotertinib,0.8762
717,Wide Excision,Wide Skin Excision,99,Erythromycin Topical Cream,0.8537,Eblasakimab,0.8534,Ezetimibe,0.8528,Eprinomectin,0.8526,Disulergine,0.8525
718,Wide Local Excision,Wide Local Excision,99,Lidocaine Topical,0.8729,Eblasakimab,0.8638,Lidocaine,0.8637,Lidocaine Patch,0.8632,Erythromycin Topical Cream,0.8617
719,Wide local excision,Wide Local Excision,99,Lidocaine Topical,0.8729,Eblasakimab,0.8638,Lidocaine,0.8637,Lidocaine Patch,0.8632,Erythromycin Topical Cream,0.8617
720,Wide re-excisional biopsy,Wide;Re-Excision;Biopsy,99,Rezatomidine,0.8653,Extended Release Bupivacaine Hydrochloride Resorbable Matrix Formulation,0.8633,Rezivertinib,0.8630,Reozalimab,0.8622,Rezafungin,0.8569
721,XL147,Pilaralisib,99,Tyrosine Kinase Inhibitor XL228,0.9211,JAK2 Inhibitor XL019,0.9188,RAF Kinase Inhibitor XL281,0.9144,CDK7 Inhibitor XL102,0.9136,Hsp90 Inhibitor XL888,0.9132
722,Yes vaccine,Vaccine,1,Vaccine,0.9494,Vaccine Antigen,0.9228,HIV Vaccine,0.9175,Bacterial Vaccine,0.9140,BCG Vaccine,0.9092
723,abiraterone,Abiraterone,1,Abiraterone,1.0000,Abiraterone Acetate,0.9832,Abiraterone Decanoate,0.9695,Abiraterone Decanoate Depot,0.9472,Abivertinib,0.9455
724,abiraterone acetate,Abiraterone Acetate,1,Abiraterone Acetate,1.0000,Abiraterone,0.9832,Abiraterone Decanoate,0.9654,Abiraterone Decanoate Depot,0.9522,Abiraterone Acetate/Niraparib,0.9409
725,abraxane,Nab-paclitaxel,99,Oraxol,0.9408,Benaxibine,0.9216,Abrineurin,0.9148,Ribaxamase,0.9147,Letaxaban,0.9129
726,added ipilimumab),Ipilimumab,1,Ipilimumab,0.9392,Infliximab,0.8855,Anti-CTLA-4 Monoclonal Antibody IBI310,0.8845,CD40L-augmented Autologous Tumor Infiltrating Lymphocytes,0.8815,Anti-CTLA-4 Monoclonal Antibody,0.8797
727,adriamycin,Doxorubicin Hydrochloride,99,Doxorubicin,0.9535,Apramycin,0.9375,Rifamycin,0.9368,Adrixetinib,0.9364,Ansamycin Antineoplastic Antibiotic,0.9351
728,amifostine,Amifostine,1,Amifostine,1.0000,Amifostine Anhydrous,0.9542,Amifloxacin,0.9313,Amiodarone,0.9263,Zepastine,0.9248
729,anterior exenteration,Anterior Pelvic Exenteration,99,Exalamide,0.9186,Exenatide,0.9126,Exatecan,0.9089,Ex-Lax,0.9073,Exaluren,0.9068
730,anthracycline,Anthracycline Antineoplastic Antibiotic,1,Anthracycline Antineoplastic Antibiotic,0.9571,Doxorubicin,0.9427,Anthramycin,0.9256,Amifloxacin,0.9243,Amiterol,0.9196
731,anti-CD123,Immunotherapeutic Agent,99,Anti-CD123 Monoclonal Antibody,0.9866,Anti-CD123 Monoclonal Antibody KHK2823,0.9604,Anti-CD137 Monoclonal Antibody,0.9591,Autologous Anti-CD123 CAR-T Cells,0.9580,Anti-CD123 Monoclonal Antibody CSL360,0.9556
732,anti-CD33,Immunotherapeutic Agent,99,Anti-CD33 Monoclonal Antibody,0.9882,Anti-CD3 Monoclonal Antibody,0.9817,Anti-CD30 Monoclonal Antibody,0.9747,Anti-CD39 Monoclonal Antibody AB598,0.9655,Anti-CD33 Antibody-drug Conjugate,0.9644
733,anti-LAG3,Anti-LAG-3 Monoclonal Antibody,1,Anti-LAG-3 Monoclonal Antibody,0.9610,Anti-LAG-3 Monoclonal Antibody HLX26,0.9404,Anti-LAG-3 Monoclonal Antibody Sym022,0.9378,Anti-LAG-3 Monoclonal Antibody LBL-007,0.9376,Anti-LAG-3 Monoclonal Antibody IBI-110,0.9368
734,anti-TIM3,Anti-TIM-3 Monoclonal Antibody,1,Anti-TIM-3 Monoclonal Antibody,0.9648,Anti-TIM3 Monoclonal Antibody LY3321367,0.9474,Anti-TIM-3 Monoclonal Antibody Sym023,0.9410,Anti-TIM-3 Antibody BMS-986258,0.9378,Anti-TIM-3 Monoclonal Antibody TQB2618,0.9368
735,appendectomy,Appendectomy,99,Parecoxib,0.8910,Amoxicillin,0.8891,Amoxecaine,0.8886,Dexivacaine,0.8876,Virulizin,0.8869
736,autologous stem cell transplant,Autologous Hematopoietic Stem Cell Transplantation,99,Autologous Spermatogonial Stem Cells,0.9464,Autologous Tumor Cell Vaccine,0.9351,Autologous Mesenchymal Stem Cells Apceth_101,0.9337,Autologous-Cell Leukemia Vaccine,0.9304,Autologous-Cell Melanoma Vaccine,0.9271
737,autologout SCT,Autologous Hematopoietic Stem Cell Transplantation,99,Autologous Spermatogonial Stem Cells,0.8935,Ciltacabtagene Autoleucel,0.8897,Tinocabtagene Autoleucel,0.8897,Autologous Anti-CD19/CD22 CAR T-cells AUTO3,0.8895,Allogeneic Human T Cell Progenitors SMART 101,0.8886
738,axillary dissection,Axillary Lymph Node Dissection,99,Amylocaine,0.8715,Erbulozole,0.8631,Amphetamine Adipate,0.8625,Adrenalone,0.8604,Vadocaine,0.8601
739,axillary lymph node biopsy,Axillary Lymph Node Biopsy,99,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8782,Paclitaxel Obaluronate,0.8686,Nandrolone,0.8639,Avobenzone,0.8639,Endobenzyline,0.8624
740,axillary lymph node dissection,Axillary Lymph Node Dissection,99,Erbulozole,0.8718,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8717,Endobenzyline,0.8621,Amylocaine,0.8616,Vaccine-Sensitized Draining Lymph Node Cells,0.8582
741,axillary node dissection,Axillary Lymph Node Dissection,99,Erbulozole,0.8662,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8644,Amylocaine,0.8644,Avorelin,0.8607,Nandrolone,0.8600
742,axillary sentinel lymph node biopsy,Axillary Lymph Node;Sentinel Lymph Node Biopsy,99,Nandrolone,0.8780,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8697,Stanolone,0.8664,Avobenzone,0.8662,Nab-paclitaxel,0.8657
743,azacitidine,Azacitidine,1,Azacitidine,1.0000,Oral Azacitidine,0.9700,Azacyclonol,0.9355,Azatadine,0.9329,Azaribine,0.9292
744,bevacizumab,Bevacizumab,1,Bevacizumab,1.0000,Rebastinib,0.9297,Brivanib,0.9271,Bevacizumab-IRDye 800CW,0.9268,Bortezomib,0.9227
745,bicalutamide,Bicalutamide,1,Bicalutamide,1.0000,Enzalutamide,0.9358,Biclofibrate,0.9307,Bictegravir,0.9292,Biclodil,0.9275
746,bilateral pelvic lymph node dissection,Bilateral Pelvic Lymph Node Dissection,99,Niraparib Tosylate Monohydrate,0.8661,Pidobenzone,0.8644,Benidipine,0.8617,Pelitrexol,0.8603,Anti-PD-L1/Anti-OX40 Bispecific Antibody EMB-09,0.8596
747,bilateral pelvic lymphadenectomy,Bilateral;Pelvic Lymphadenectomy,99,Niraparib Tosylate Monohydrate,0.8781,Propranolol,0.8728,Pelitrexol,0.8703,Bupivacaine,0.8696,Pelubiprofen,0.8693
748,bilateral total mastectomies,Bilateral;Total Mastectomy,99,Benztropine Mesylate,0.8743,Etosalamide,0.8708,Trebenzomine,0.8695,Trastuzumab Botidotin,0.8694,Tamoxifen,0.8694
749,biopsy,Biopsy,99,Bleomycin,0.8951,Abciximab,0.8947,Baclofen,0.8906,Carbamazepine,0.8890,Belimumab,0.8888
750,bleomycin,Bleomycin,1,Bleomycin,1.0000,Bleomycin Antibiotic,0.9611,Bleomycin B2,0.9555,Bleomycin A2,0.9479,Bleomycin Sulfate,0.9424
751,breast conserving therapy,Breast Conservation Treatment,99,Tamoxifen,0.8869,Letrozole,0.8837,Trastuzumab Botidotin,0.8821,Lapatinib,0.8781,Fadrozole,0.8760
752,brentuximab vedotin,Brentuximab Vedotin,1,Brentuximab Vedotin,1.0000,Brentuximab,0.9715,Trastuzumab Vedotin,0.9374,Vedolizumab,0.9353,Zolbetuximab,0.9336
753,cape,Capecitabine,99,Capeserod,0.9473,Ancitabine,0.9027,Censavudine,0.8941,Candicidin,0.8930,Chloramphenicol,0.8921
754,capecitabine,Capecitabine,1,Capecitabine,1.0000,Capecitabine Rapidly Disintegrating Tablet,0.9394,Gemcitabine,0.9101,Dasatinib,0.9066,Temozolomide,0.9053
755,carbo,Carboplatin,99,Carboquone,0.9568,Carbenzide,0.9437,Carbogen,0.9414,Carbocloral,0.9405,Carbaril,0.9385
756,carboplatin,Carboplatin,1,Carboplatin,1.0000,Cisplatin,0.9259,Cetuximab,0.9212,Carbon C14-labeled Carboplatin,0.9148,Dicycloplatin,0.9125
757,carmustine,Carmustine,1,Carmustine,1.0000,Carmustine in Ethanol,0.9524,Lomustine,0.9492,Elmustine,0.9486,Carmustine Implant,0.9445
758,carvo,Carboplatin,99,Carvotroline,0.9495,Carzenide,0.9393,Carafiban,0.9294,Carmofur,0.9230,Carfimate,0.9207
759,cd47mAb,Anti-CD47 Monoclonal Antibody,1,Anti-CD47 Monoclonal Antibody,0.9467,CD47-targeting Agent,0.9399,Anti-CD47 Monoclonal Antibody HMPL-A83,0.9336,Anti-CD47 Monoclonal Antibody IMC-002,0.9298,Anti-CD47 Monoclonal Antibody AO-176,0.9248
760,cetuximab,Cetuximab,1,Cetuximab,1.0000,Cetuximab-IRDye 800CW,0.9342,Cetuximab Sarotalocan,0.9282,Colistin,0.9217,Carboplatin,0.9212
761,cis,Cisplatin,99,Cisapride,0.9515,Cisconazole,0.9389,Cismadinone,0.9250,Cistinexine,0.9247,Cisatracurium,0.9181
762,cisplatin,Cisplatin,1,Cisplatin,1.0000,Cisplatin Liposomal,0.9523,Carboplatin,0.9259,Cisplatin-E Therapeutic Implant,0.9255,Platinum Compound,0.9232
763,clofarabine,Clofarabine,1,Clofarabine,1.0000,Clofurac,0.9472,Cloranolol,0.9367,Clofezone,0.9352,Clofoctol,0.9342
764,cob,Cobimetinib,4,Cobicistat,0.9539,Cobiprostone,0.9461,Cobolimab,0.9455,Cobimetinib,0.9361,Cobomarsen,0.9295
765,cobimetinib,Cobimetinib,1,Cobimetinib,1.0000,Cobimetinib Fumarate,0.9678,Binimetinib,0.9429,Ralimetinib,0.9415,Cobicistat,0.9371
766,combo resection,Combination;Resection,99,Combretastatin,0.8825,Combretastatin A-1,0.8666,Combretastatin A-4,0.8634,Pemetrexed,0.8609,Cavrotolimod,0.8589
767,cos,Cisplatin,99,Cosdosiran,0.9408,Cositecan,0.9375,Cosfroviximab,0.9176,Cosibelimab,0.9153,Creosol,0.8860
768,creation of ileal conduit,Urinary Diversion,99,Autologous Muscle-derived Cells for Gastrointestinal Repair,0.8685,Infliximab,0.8595,Ileal Bile Acid Transport Inhibitor,0.8534,Nebicapone,0.8532,Loviride,0.8523
769,creation of neobladder,Neobladder,99,Neoantigen Peptide,0.8816,Neostigmine,0.8806,Neoantigen Peptide Vaccine,0.8776,Monoclonal Antibody NEO-201,0.8700,Neoantigen DNA-Based Pancreatic Cancer Vaccine,0.8698
770,creation of orthotopic neobladder,Orthotopic;Neobladder,99,Neoantigen Peptide,0.8701,Neoantigen Peptide Vaccine,0.8697,Ornoprostil,0.8694,Neoantigen-based Glioblastoma Vaccine,0.8680,Niridazole,0.8664
771,cvt,Regadenoson,99,Cyclovalone,0.9134,Ciheptolane,0.9115,Cioteronel,0.9089,Vancomycin,0.9084,Siccanin,0.9081
772,cyclophosphamide,Cyclophosphamide,1,Cyclophosphamide,1.0000,Cyclophosphamide Anhydrous,0.9458,Carbamazepine,0.9199,Chloroprednisone,0.9132,Theophylline,0.9123
773,cystoprostatectomy,Radical Cystoprostatectomy,99,Carboprost,0.9137,Cystamine,0.9047,Misoprostol,0.8990,Dinoprostone,0.8903,Carboprost Methyl,0.8889
774,cytarabine,Cytarabine,1,Cytarabine,1.0000,Cytarabine Hydrochloride,0.9596,Liposomal Cytarabine,0.9526,Thiarabine,0.9371,Cytembena,0.9361
775,dacarbazine,Dacarbazine,1,Dacarbazine,1.0000,Procarbazine,0.9450,Dacinostat,0.9368,Dactinomycin,0.9363,Dicarbine,0.9333
776,dauna,Daunorubicin,99,Dazadrol,0.9211,Dazoquinast,0.9159,Dazadrol Maleate,0.9133,Dazoxiben,0.9099,Darunavir,0.9096
777,dauno,Daunorubicin,1,Daunorubicin,0.9331,Abunidazole,0.9024,Daunorubicin Hydrochloride,0.8997,Dazoquinast,0.8888,Dazopride,0.8874
778,dcVax,Dendritic Cell Vaccine,4,DC-OVA Vaccine,0.9278,Vancomycin,0.9168,Darvadstrocel,0.9152,Dendritic Cell Vaccine,0.9142,Doconazole,0.9127
779,desatinib,Dasatinib,99,Drinidene,0.9117,Decernotinib,0.9013,Sorbinil,0.9004,Depulfavirine,0.8966,Indecainide,0.8961
780,dex,Dexamethasone,5,Dexivacaine,0.9581,Dexetimide,0.9556,Dexecadotril,0.9540,Dexoxadrol,0.9534,Dexamethasone,0.9499
781,dexamethasone,Dexamethasone,1,Dexamethasone,1.0000,Dexamethasone Phosphate,0.9679,Dexamethasone Acetate,0.9616,Dexamethasone Acetate,0.9616,Dexamethasone Sodium Sulfate,0.9597
782,docetaxel,Docetaxel,1,Docetaxel,1.0000,Oral Docetaxel,0.9712,Docetaxel-PNP,0.9531,Docetaxel Anhydrous,0.9528,Liposomal Docetaxel,0.9485
783,doxorubicin,Doxorubicin,1,Doxorubicin,1.0000,Doxorubicin Hydrochloride,0.9678,Doxorubicin Preparation,0.9641,Rutamycin,0.9341,Doxorubicin-Eluting Beads,0.9323
784,doxorubicin hydrochloride,Doxorubicin Hydrochloride,1,Doxorubicin Hydrochloride,1.0000,Doxorubicin,0.9678,Pegylated Liposomal Doxorubicin Hydrochloride,0.9563,Doxorubicin Preparation,0.9549,Doxycycline Hydrochloride,0.9503
785,enucleation,Enucleation,99,Enoxolone,0.9339,Enrofloxacin,0.9320,Enoxacin,0.9287,Enrasentan,0.9229,Enflurane,0.9220
786,enucleation in the pancretic tail,Enucleation;Tail of the Pancreas,99,Enadoline,0.8805,Pentigetide,0.8803,Enalaprilat,0.8798,Enuvaptan,0.8797,Nebotermin,0.8796
787,enzalutamide,Enzalutamide,1,Enzalutamide,1.0000,Bicalutamide,0.9358,Enzacamene,0.9297,Enzastaurin,0.9242,Proxalutamide,0.9228
788,epirubicin,Epirubicin,1,Epirubicin,1.0000,Epirubicin Hydrochloride,0.9776,Idarubicin,0.9436,Micellar Nanoparticle-encapsulated Epirubicin,0.9335,Leurubicin,0.9286
789,erlotinib,Erlotinib,1,Erlotinib,1.0000,Erlotinib Hydrochloride,0.9519,Everolimus,0.9130,Gefitinib,0.9119,Radotinib,0.9099
790,etoposide,Etoposide,1,Etoposide,1.0000,Etoposide Phosphate,0.9552,Etoposide Toniribate,0.9436,Etoprindole,0.9310,Etoprine,0.9301
791,etoposide phosphate,Etoposide Phosphate,1,Etoposide Phosphate,1.0000,Etoposide,0.9552,Doxycycline Phosphate,0.9353,Erythromycin Phosphate,0.9230,Chloroquine Phosphate,0.9184
792,everolimus,Everolimus,1,Everolimus,1.0000,Everolimus Tablets for Oral Suspension,0.9358,Axitinib,0.9222,Sirolimus,0.9205,Erlotinib,0.9130
793,excision of mass on chest wall,Excision;Chest Wall Mass,99,Autologous Sarcoma Cell Lysate,0.8642,Volagidemab,0.8621,Eblasakimab,0.8613,Enlimomab,0.8594,Levemopamil,0.8592
794,excisional biopsy,Excisional Biopsy,99,Endobenzyline,0.8820,Abiraterone Decanoate Depot,0.8762,Abiraterone Decanoate,0.8753,Abciximab,0.8736,Tenofovir Exalidex,0.8735
795,extended pelvic lymph node dissection,Extend;Pelvic Lymphadenectomy,99,Extended Spectrum Penicillin Antibiotic,0.8695,Epipropidine,0.8636,Extended-release Granisetron Polymer Formulation,0.8567,Ethylestrenol,0.8565,Teprotide,0.8562
796,fluorouracil,Fluorouracil,1,Fluorouracil,1.0000,Topical Fluorouracil,0.9630,Fluorouracil Implant,0.9499,5-[18F]Fluorouracil,0.9410,Fuprazole,0.9400
797,folinic acid,Leucovorin,99,Aminolevulinic Acid,0.9361,Foliglurax,0.9254,Clavulanic Acid,0.9245,Folitixorin,0.9231,Ascorbic Acid,0.9201
798,gem,Gemcitabine,99,Gemtuzumab,0.9548,Gemigliptin,0.9475,Gemazocine,0.9474,Gemeprost,0.9438,Gemlapodect,0.9399
799,gemcitabine,Gemcitabine,1,Gemcitabine,1.0000,Gemcitabine Hydrochloride,0.9592,Aerosol Gemcitabine,0.9455,Topical Gemcitabine Hydrochloride,0.9412,Gemcitabine Elaidate,0.9365
800,gleevec,Imatinib Regimen,99,Glecaprevir,0.9183,Glepaglutide,0.9142,Glenvastatin,0.9142,Glesatinib,0.9117,Glembatumumab Vedotin,0.9077
801,hydrea,Hydroxyurea,99,Halquinols,0.9068,Halazepam,0.9054,Halazone,0.9031,Vortioxetine Hemihydrobromide,0.9028,Halcinonide,0.9017
802,hysterectomy,Hysterectomy,99,Trastuzumab,0.9008,Tamoxifen,0.8931,Histapyrrodine,0.8882,Dutasteride,0.8851,Trastuzumab Botidotin,0.8841
803,ifosfamide,Ifosfamide,1,Ifosfamide,1.0000,Ifoxetine,0.9417,Perfosfamide,0.9382,Flutamide,0.9370,Mafosfamide,0.9367
804,ileal conduit,Urinary Diversion,99,Ileal Bile Acid Transport Inhibitor,0.8802,Infliximab,0.8711,Ilepatril,0.8706,Epicillin,0.8706,Gutolactone,0.8704
805,ileal conduit urinary diversion,Urinary Diversion,99,Utidelone,0.8701,Ileal Bile Acid Transport Inhibitor,0.8679,Sildenafil,0.8613,Ilepatril,0.8600,Loop Diuretic,0.8595
806,inner-upper margin re-excision,Inner;Upper;Surgical Margin;Re-Excision,99,Rezivertinib,0.8548,Ingenol Mebutate,0.8529,Encoberminogene Rezmadenovec,0.8526,EGFR Exon 20 Insertion Inhibitor BLU-451,0.8512,Upinitatug Rilsodotin,0.8503
807,ipi,Ipilimumab,99,Ipecac,0.9581,Ipivivint,0.9411,Ipenoxazone,0.9367,Ipidacrine,0.9308,Ipexidine,0.9257
808,ipilimumab,Ipilimumab,1,Ipilimumab,1.0000,Melanoma Vaccine,0.9250,Infliximab,0.9247,Anti-CTLA-4 Monoclonal Antibody IBI310,0.9162,Everolimus,0.9126
809,irinotecan,Irinotecan,1,Irinotecan,1.0000,Irinotecan Hydrochloride,0.9719,Irinotecan Sucrosofate,0.9480,Oral Irinotecan Hydrochloride Formulation VAL-413,0.9417,Pegylated Liposomal Irinotecan,0.9366
810,isotretinoin,Isotretinoin,1,Isotretinoin,1.0000,Isotretinoin Anisatil,0.9464,Isotiquimide,0.9313,Motretinide,0.9254,Etretinate,0.9219
811,left axillary lymph node dissection,Left;Axillary Lymph Node Dissection,99,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8796,Endobenzyline,0.8667,Lidocaine,0.8666,Erbulozole,0.8653,Levoxadrol,0.8634
812,left breast biopsy,Left;Biopsy of Breast,99,Testolactone,0.8844,Libenzapril,0.8844,Lapatinib,0.8797,Berubicin,0.8750,Estradiol Benzoate,0.8739
813,left segmental mastectomy,Left;Segmental Mastectomy,99,Somatosalm,0.8790,Lidocaine Topical,0.8789,Liposomal Bupivacaine,0.8752,Lidocaine,0.8747,Dibusadol,0.8686
