official_label,clean_code
osteoporosis-pseudoglioma syndrome,EFO:MONDO_0009820
lethal osteosclerotic bone dysplasia,EFO:MONDO_0009821
primary hyperoxaluria type 1,EFO:MONDO_0009823
primary hyperoxaluria type 2,EFO:MONDO_0009824
5-oxoprolinase deficiency,EFO:MONDO_0009825
parkinsonian-pyramidal syndrome,EFO:MONDO_0009830
pancreatic agenesis,EFO:MONDO_0009832
Shwachman-Diamond syndrome,EFO:MONDO_0009833
Parana hard-skin syndrome,EFO:MONDO_0009838
progressive supranuclear palsy-parkinsonism syndrome,EFO:MONDO_0009839
PEHO syndrome,EFO:MONDO_0009841
Pelger-Huet-like anomaly and episodic fever with abdominal pain,EFO:MONDO_0009842
hypomyelinating leukodystrophy 3,EFO:MONDO_0009843
pellagra-like syndrome,EFO:MONDO_0009844
pelviscapular dysplasia,EFO:MONDO_0009845
pentosuria,EFO:MONDO_0009846
hyperimmunoglobulinemia D with periodic fever,EFO:MONDO_0009849
hereditary intrinsic factor deficiency,EFO:MONDO_0009852
Imerslund-Grasbeck syndrome,EFO:MONDO_0009853
d-bifunctional protein deficiency,EFO:MONDO_0009855
Peters plus syndrome,EFO:MONDO_0009856
persistent Mullerian duct syndrome,EFO:MONDO_0009857
Pfeiffer-Palm-Teller syndrome,EFO:MONDO_0009858
PHAVER syndrome,EFO:MONDO_0009859
phenylketonuria,EFO:MONDO_0009861
dihydropteridine reductase deficiency,EFO:MONDO_0009862
BH4-deficient hyperphenylalaninemia A,EFO:MONDO_0009863
"phosphoenolpyruvate carboxykinase deficiency, mitochondrial",EFO:MONDO_0009864
glycogen storage disease due to phosphoglycerate mutase deficiency,EFO:MONDO_0009865
"phosphoenolpyruvate carboxykinase deficiency, cytosolic",EFO:MONDO_0009866
lethal congenital glycogen storage disease of heart,EFO:MONDO_0009867
glycogen storage disease IXb,EFO:MONDO_0009868
isolated Pierre-Robin syndrome,EFO:MONDO_0009869
pili torti,EFO:MONDO_0009870
pili torti-developmental delay-neurological abnormalities syndrome,EFO:MONDO_0009871
Bjornstad syndrome,EFO:MONDO_0009872
pilodental dysplasia-refractive errors syndrome,EFO:MONDO_0009873
Rabson-Mendenhall syndrome,EFO:MONDO_0009874
isolated growth hormone deficiency type IA,EFO:MONDO_0009876
Laron syndrome,EFO:MONDO_0009877
short stature due to growth hormone qualitative anomaly,EFO:MONDO_0009879
short stature-pituitary and cerebellar defects-small sella turcica syndrome,EFO:MONDO_0009880
alpha-2-plasmin inhibitor deficiency,EFO:MONDO_0009883
Scott syndrome,EFO:MONDO_0009885
autosomal recessive polycystic kidney disease,EFO:MONDO_0009889
Chuvash polycythemia,EFO:MONDO_0009892
short-rib thoracic dysplasia 6 with or without polydactyly,EFO:MONDO_0009894
postaxial polydactyly-dental and vertebral anomalies syndrome,EFO:MONDO_0009895
adult polyglucosan body disease,EFO:MONDO_0009897
polysyndactyly-cardiac malformation syndrome,EFO:MONDO_0009900
Bartsocas-Papas syndrome 1,EFO:MONDO_0009901
cutaneous porphyria,EFO:MONDO_0009902
postaxial acrofacial dysostosis,EFO:MONDO_0009903
Gitelman syndrome,EFO:MONDO_0009904
urban-Rogers-Meyer syndrome,EFO:MONDO_0009905
pterin-4 alpha-carbinolamine dehydratase 1 deficiency,EFO:MONDO_0009908
Wiedemann-Rautenstrauch syndrome,EFO:MONDO_0009910
pseudodiastrophic dysplasia,EFO:MONDO_0009914
"46,XX disorder of sex development-skeletal anomalies syndrome",EFO:MONDO_0009915
"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",EFO:MONDO_0009916
autosomal recessive pseudohypoaldosteronism type 1,EFO:MONDO_0009917
peroxisomal acyl-CoA oxidase deficiency,EFO:MONDO_0009919
Acrootoocular syndrome,EFO:MONDO_0009920
holoprosencephaly-postaxial polydactyly syndrome,EFO:MONDO_0009921
"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",EFO:MONDO_0009923
"vitamin D-dependent rickets, type 1",EFO:MONDO_0009924
autosomal recessive inherited pseudoxanthoma elasticum,EFO:MONDO_0009925
autosomal recessive multiple pterygium syndrome,EFO:MONDO_0009926
pulmonary alveolar microlithiasis,EFO:MONDO_0009928
neonatal acute respiratory distress due to SP-B deficiency,EFO:MONDO_0009929
obsolete_obsolete pulmonary arteriovenous malformation,EFO:MONDO_0009930
congenital pulmonary lymphangiectasia,EFO:MONDO_0009933
alveolar capillary dysplasia with misalignment of pulmonary veins,EFO:MONDO_0009934
"pulmonary hypertension, primary, autosomal recessive",EFO:MONDO_0009935
familial primary pulmonary hypoplasia,EFO:MONDO_0009936
pulmonary venoocclusive disease,EFO:MONDO_0009937
pycnodysostosis,EFO:MONDO_0009940
pyknoachondrogenesis,EFO:MONDO_0009942
Pyle disease,EFO:MONDO_0009943
pyridoxine-dependent epilepsy,EFO:MONDO_0009945
hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,EFO:MONDO_0009946
glutathione synthetase deficiency with 5-oxoprolinuria,EFO:MONDO_0009947
"pyropoikilocytosis, hereditary",EFO:MONDO_0009948
pyruvate kinase deficiency of red cells,EFO:MONDO_0009950
radioulnar synostosis-developmental delay-hypotonia syndrome,EFO:MONDO_0009952
leukocyte adhesion deficiency type II,EFO:MONDO_0009953
Ramon syndrome,EFO:MONDO_0009954
rapadilino syndrome,EFO:MONDO_0009955
adult Refsum disease,EFO:MONDO_0009958
peroxisome biogenesis disorder type 3B,EFO:MONDO_0009959
Ulbright-Hodes syndrome,EFO:MONDO_0009963
short-rib thoracic dysplasia 9 with or without polydactyly,EFO:MONDO_0009964
Perlman syndrome,EFO:MONDO_0009965
NPHP3-related Meckel-like syndrome,EFO:MONDO_0009966
"renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss",EFO:MONDO_0009968
renal-genital-middle ear anomalies,EFO:MONDO_0009969
renal tubular dysgenesis of genetic origin,EFO:MONDO_0009970
respiratory distress syndrome in premature infants,EFO:MONDO_0009971
reticular dysgenesis,EFO:MONDO_0009973
familial hemophagocytic lymphohistiocytosis type 1,EFO:MONDO_0009974
obsolete_obsolete Knobloch syndrome,EFO:MONDO_0009977
retinal degeneration-nanophthalmos-glaucoma syndrome,EFO:MONDO_0009978
reticular dystrophy of the retinal pigment epithelium,EFO:MONDO_0009979
retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome,EFO:MONDO_0009983
retinohepatoendocrinologic syndrome,EFO:MONDO_0009985
obsolete_obsolete enhanced S-cone syndrome,EFO:MONDO_0009989
Revesz syndrome,EFO:MONDO_0009990
"rhizomelic syndrome, Urbach type",EFO:MONDO_0009996
obsolete_obsolete Roberts syndrome,EFO:MONDO_0009997
Richieri Costa-Pereira syndrome,EFO:MONDO_0009998
autosomal recessive Robinow syndrome,EFO:MONDO_0009999
"rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction",EFO:MONDO_0010000
ectodermal dysplasia-blindness syndrome,EFO:MONDO_0010001
Rothmund-Thomson syndrome,EFO:MONDO_0010002
EEC syndrome,EFO:MONDO_0010004
saccharopinuria,EFO:MONDO_0010005
Sandhoff disease,EFO:MONDO_0010006
microbrachycephaly-ptosis-cleft lip syndrome,EFO:MONDO_0010007
sarcosinemia,EFO:MONDO_0010008
Schinzel-Giedion syndrome,EFO:MONDO_0010010
schizencephaly,EFO:MONDO_0010011
schneckenbecken dysplasia,EFO:MONDO_0010013
"craniometadiaphyseal dysplasia, wormian bone type",EFO:MONDO_0010014
anterior segment dysgenesis 7,EFO:MONDO_0010015
sea-blue histiocyte syndrome,EFO:MONDO_0010017
combined immunodeficiency due to ZAP70 deficiency,EFO:MONDO_0010023
Beemer-Langer syndrome,EFO:MONDO_0010024
SHORT syndrome,EFO:MONDO_0010026
"free sialic acid storage disease, infantile form",EFO:MONDO_0010027
sialuria,EFO:MONDO_0010028
situs inversus,EFO:MONDO_0010029
Sjogren-Larsson syndrome,EFO:MONDO_0010031
generalized peeling skin syndrome,EFO:MONDO_0010033
Smith-Lemli-Opitz syndrome,EFO:MONDO_0010035
growth delay due to insulin-like growth factor I resistance,EFO:MONDO_0010038
congenital heart defect-round face-developmental delay syndrome,EFO:MONDO_0010039
"ataxia, spastic, childhood-onset, autosomal recessive, with optic atrophy and intellectual disability",EFO:MONDO_0010040
Charlevoix-Saguenay spastic ataxia,EFO:MONDO_0010041
hereditary spastic paraplegia 17,EFO:MONDO_0010043
hereditary spastic paraplegia 15,EFO:MONDO_0010044
hereditary spastic paraplegia 23,EFO:MONDO_0010046
hereditary spastic paraplegia 5A,EFO:MONDO_0010047
spastic paraplegia-glaucoma-intellectual disability syndrome,EFO:MONDO_0010049
spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,EFO:MONDO_0010051
"spinal muscular atrophy, type IV",EFO:MONDO_0010056
mitochondrial DNA depletion syndrome 7 (hepatocerebral type),EFO:MONDO_0010060
autosomal recessive cerebellar ataxia-blindness-deafness syndrome,EFO:MONDO_0010061
spinocerebellar ataxia-dysmorphism syndrome,EFO:MONDO_0010062
corneal-cerebellar syndrome,EFO:MONDO_0010063
spastic ataxia-corneal dystrophy syndrome,EFO:MONDO_0010064
familial isolated congenital asplenia,EFO:MONDO_0010066
"spondyloepimetaphyseal dysplasia, sponastrime type",EFO:MONDO_0010068
spondylocostal dysostosis-anal and genitourinary malformations syndrome,EFO:MONDO_0010069
"brachyolmia type 1, Hobaek type",EFO:MONDO_0010070
"spondyloepiphyseal dysplasia tarda, Kohn type",EFO:MONDO_0010073
"brachyolmia type 1, toledo type",EFO:MONDO_0010074
"spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures",EFO:MONDO_0010075
"spondyloepimetaphyseal dysplasia, Irapa type",EFO:MONDO_0010076
spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome,EFO:MONDO_0010077
spondyloperipheral dysplasia,EFO:MONDO_0010078
Canavan disease,EFO:MONDO_0010079
familial infantile bilateral striatal necrosis,EFO:MONDO_0010080
subaortic stenosis-short stature syndrome,EFO:MONDO_0010082
succinic semialdehyde dehydrogenase deficiency,EFO:MONDO_0010083
obsolete_obsolete sudden infant death syndrome,EFO:MONDO_0010086
mucosulfatidosis,EFO:MONDO_0010088
isolated sulfite oxidase deficiency,EFO:MONDO_0010089
Summitt syndrome,EFO:MONDO_0010090
Cold-induced sweating syndrome 1,EFO:MONDO_0010091
Filippi syndrome,EFO:MONDO_0010092
spondylocarpotarsal synostosis syndrome,EFO:MONDO_0010094
ataxia-tapetoretinal degeneration syndrome,EFO:MONDO_0010095
taurodontism,EFO:MONDO_0010098
Tay-Sachs disease AB variant,EFO:MONDO_0010099
Tay-Sachs disease,EFO:MONDO_0010100
Teebi-Shaltout syndrome,EFO:MONDO_0010101
taurodontia-absent teeth-sparse hair syndrome,EFO:MONDO_0010102
non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome,EFO:MONDO_0010104
tetraamelia-multiple malformations syndrome,EFO:MONDO_0010110
odontotrichomelic syndrome,EFO:MONDO_0010111
thoracomelic dysplasia,EFO:MONDO_0010116
obsolete_obsolete Glanzmann's thrombasthenia,EFO:MONDO_0010119
thrombocytopenia 3,EFO:MONDO_0010120
thrombocytopenia-absent radius syndrome,EFO:MONDO_0010121
congenital thrombotic thrombocytopenic purpura,EFO:MONDO_0010122
absent thumb-short stature-immunodeficiency syndrome,EFO:MONDO_0010123
upper limb defect-eye and ear abnormalities syndrome,EFO:MONDO_0010125
"thymoma, familial",EFO:MONDO_0010127
thyrocerebrorenal syndrome,EFO:MONDO_0010128
thymic-renal-anal-lung dysplasia,EFO:MONDO_0010129
dihydropyrimidine dehydrogenase deficiency,EFO:MONDO_0010130
familial thyroid dyshormonogenesis,EFO:MONDO_0010132
Pendred syndrome,EFO:MONDO_0010134
isolated thyroid-stimulating hormone deficiency,EFO:MONDO_0010139
isolated thyrotropin-releasing hormone deficiency,EFO:MONDO_0010140
hypothyroidism due to TSH receptor mutations,EFO:MONDO_0010142
obsolete_obsolete lethal restrictive dermopathy,EFO:MONDO_0010143
tibial hemimelia,EFO:MONDO_0010144
transcobalamin II deficiency,EFO:MONDO_0010149
trichomegaly-retina pigmentary degeneration-dwarfism syndrome,EFO:MONDO_0010152
trichoodontoonychial dysplasia,EFO:MONDO_0010153
trigonocephaly-bifid nose-acral anomalies syndrome,EFO:MONDO_0010154
Dorfman-Chanarin disease,EFO:MONDO_0010155
Troyer syndrome,EFO:MONDO_0010156
mismatch repair cancer syndrome 1,EFO:MONDO_0010159
tyrosinemia type II,EFO:MONDO_0010160
tyrosinemia type I,EFO:MONDO_0010161
tyrosinemia type III,EFO:MONDO_0010162
"phocomelia, Schinzel type",EFO:MONDO_0010164
ulna hypoplasia-intellectual disability syndrome,EFO:MONDO_0010165
urocanic aciduria,EFO:MONDO_0010167
Usher syndrome type 1,EFO:MONDO_0010168
Usher syndrome type 2A,EFO:MONDO_0010169
Usher syndrome type 3A,EFO:MONDO_0010170
Usher syndrome type 1C,EFO:MONDO_0010171
VACTERL with hydrocephalus,EFO:MONDO_0010172
Mayer-Rokitansky-Kuster-Hauser syndrome type 1,EFO:MONDO_0010173
orofaciodigital syndrome type 6,EFO:MONDO_0010176
congenital bilateral aplasia of vas deferens from CFTR mutation,EFO:MONDO_0010178
autosomal recessive spondylocostal dysostosis,EFO:MONDO_0010180
oculogastrointestinal muscular dystrophy,EFO:MONDO_0010181
methylmalonic aciduria and homocystinuria type cblF,EFO:MONDO_0010183
methylmalonic aciduria and homocystinuria type cblC,EFO:MONDO_0010184
methylmalonic aciduria and homocystinuria type cblD,EFO:MONDO_0010185
"vitamin K-dependent clotting factors, combined deficiency of, type 1",EFO:MONDO_0010187
familial isolated deficiency of vitamin E,EFO:MONDO_0010188
von Willebrand disease 3,EFO:MONDO_0010191
Weaver syndrome,EFO:MONDO_0010193
Werner syndrome,EFO:MONDO_0010196
white forelock with malformations,EFO:MONDO_0010199
Wilson disease,EFO:MONDO_0010200
"intellectual disability, Wolff type",EFO:MONDO_0010203
obsolete_obsolete lysosomal acid lipase deficiency,EFO:MONDO_0010204
wooly hair-hypotrichosis-everted lower lip-outstanding ears syndrome,EFO:MONDO_0010207
wrinkly skin syndrome,EFO:MONDO_0010208
xanthinuria type I,EFO:MONDO_0010209
xeroderma pigmentosum group A,EFO:MONDO_0010210
xeroderma pigmentosum group C,EFO:MONDO_0010211
xeroderma pigmentosum group D,EFO:MONDO_0010212
xeroderma pigmentosum group E,EFO:MONDO_0010213
xeroderma pigmentosum variant type,EFO:MONDO_0010214
xeroderma pigmentosum group F,EFO:MONDO_0010215
xeroderma pigmentosum group G,EFO:MONDO_0010216
de Sanctis-Cacchione syndrome,EFO:MONDO_0010217
Young syndrome,EFO:MONDO_0010220
CHIME syndrome,EFO:MONDO_0010221
X-linked Opitz G/BBB syndrome,EFO:MONDO_0010222
corpus callosum agenesis-abnormal genitalia syndrome,EFO:MONDO_0010224
Dent disease type 1,EFO:MONDO_0010225
"heterotopia, periventricular, X-linked dominant",EFO:MONDO_0010233
X-linked intellectual disability-psychosis-macroorchidism syndrome,EFO:MONDO_0010235
X-linked intellectual disability-plagiocephaly syndrome,EFO:MONDO_0010237
lissencephaly type 1 due to doublecortin gene mutation,EFO:MONDO_0010239
X-linked immunoneurologic disorder,EFO:MONDO_0010243
"developmental and epileptic encephalopathy, 9",EFO:MONDO_0010246
X-linked cerebral adrenoleukodystrophy,EFO:MONDO_0010247
X-linked spondyloepimetaphyseal dysplasia,EFO:MONDO_0010248
"diabetes mellitus, insulin-dependent, X-linked, susceptibility to",EFO:MONDO_0010255
"intellectual disability, X-linked 21",EFO:MONDO_0010256
MEHMO syndrome,EFO:MONDO_0010258
"microphthalmia, syndromic 2",EFO:MONDO_0010261
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,EFO:MONDO_0010263
X-linked adrenal hypoplasia congenita,EFO:MONDO_0010264
Simpson-Golabi-Behmel syndrome type 2,EFO:MONDO_0010265
"intellectual disability, X-linked 58",EFO:MONDO_0010266
X-linked lissencephaly with abnormal genitalia,EFO:MONDO_0010268
Coats disease,EFO:MONDO_0010269
syndromic X-linked intellectual disability 7,EFO:MONDO_0010270
"spondyloepimetaphyseal dysplasia, Bieganski type",EFO:MONDO_0010275
syndromic X-linked intellectual disability Shashi type,EFO:MONDO_0010277
Christianson syndrome,EFO:MONDO_0010278
terminal osseous dysplasia-pigmentary defects syndrome,EFO:MONDO_0010279
syndromic X-linked intellectual disability Lubs type,EFO:MONDO_0010283
Armfield syndrome,EFO:MONDO_0010284
syndromic X-linked intellectual disability Abidi type,EFO:MONDO_0010285
syndromic X-linked intellectual disability Siderius type,EFO:MONDO_0010286
hereditary spastic paraplegia 16,EFO:MONDO_0010287
adrenomyodystrophy,EFO:MONDO_0010288
Uruguay Faciocardiomusculoskeletal syndrome,EFO:MONDO_0010292
ectodermal dysplasia and immune deficiency,EFO:MONDO_0010293
X-linked severe congenital neutropenia,EFO:MONDO_0010294
anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,EFO:MONDO_0010295
Lesch-Nyhan syndrome,EFO:MONDO_0010298
hypoxanthine guanine phosphoribosyltransferase partial deficiency,EFO:MONDO_0010299
Ito hypomelanosis,EFO:MONDO_0010302
obsolete_obsolete colobomatous microphthalmia,EFO:MONDO_0010303
creatine transporter deficiency,EFO:MONDO_0010305
"X-linked intellectual disability, Cabezas type",EFO:MONDO_0010306
"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",EFO:MONDO_0010308
osteopathia striata with cranial sclerosis,EFO:MONDO_0010310
Becker muscular dystrophy,EFO:MONDO_0010311
"intellectual disability, X-linked, with or without seizures, arx-related",EFO:MONDO_0010317
FG syndrome 4,EFO:MONDO_0010318
syndromic X-linked intellectual disability Hedera type,EFO:MONDO_0010319
Atkin-Flaitz syndrome,EFO:MONDO_0010323
"X-linked intellectual disability, Stocco dos Santos type",EFO:MONDO_0010325
HSD10 mitochondrial disease,EFO:MONDO_0010327
alpha-thalassemia-myelodysplastic syndrome,EFO:MONDO_0010328
X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,EFO:MONDO_0010332
corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,EFO:MONDO_0010333
severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,EFO:MONDO_0010334
orofaciodigital syndrome VIII,EFO:MONDO_0010336
X-linked intellectual disability-cerebellar hypoplasia syndrome,EFO:MONDO_0010337
X-linked distal spinal muscular atrophy type 3,EFO:MONDO_0010338
"epilepsy, X-linked 1, with variable learning disabilities and behavior disorders",EFO:MONDO_0010339
"deafness-intellectual disability, Martin-Probst type syndrome",EFO:MONDO_0010353
Allan-Herndon-Dudley syndrome,EFO:MONDO_0010354
syndromic X-linked intellectual disability Claes-Jensen type,EFO:MONDO_0010355
nephrogenic syndrome of inappropriate antidiuresis,EFO:MONDO_0010356
Dent disease type 2,EFO:MONDO_0010359
glycogen storage disease IXd,EFO:MONDO_0010362
X-linked intellectual disability-retinitis pigmentosa syndrome,EFO:MONDO_0010364
SHOX-related short stature,EFO:MONDO_0010367
Aland island eye disease,EFO:MONDO_0010371
obsolete_obsolete Clark-Baraitser syndrome,EFO:MONDO_0010372
"developmental and epileptic encephalopathy, 8",EFO:MONDO_0010375
X-linked hereditary sensory and autonomic neuropathy with hearing loss,EFO:MONDO_0010378
Brunner syndrome,EFO:MONDO_0010379
fragile X-associated tremor/ataxia syndrome,EFO:MONDO_0010382
fragile X syndrome,EFO:MONDO_0010383
immunodeficiency 33,EFO:MONDO_0010386
"obsolete_obsolete invasive pneumococcal disease, recurrent isolated, 2",EFO:MONDO_0010387
X-linked Mendelian susceptibility to mycobacterial diseases due to CYBB deficiency,EFO:MONDO_0010389
ocular albinism with late-onset sensorineural deafness,EFO:MONDO_0010390
glycogen storage disease due to phosphoglycerate kinase 1 deficiency,EFO:MONDO_0010392
"intellectual disability, X-linked 93",EFO:MONDO_0010393
phosphoribosylpyrophosphate synthetase superactivity,EFO:MONDO_0010395
severe neonatal-onset encephalopathy with microcephaly,EFO:MONDO_0010397
chromosome Xp21 deletion syndrome,EFO:MONDO_0010399
X-linked myopathy with postural muscle atrophy,EFO:MONDO_0010401
syndromic X-linked intellectual disability 94,EFO:MONDO_0010402
albinism-hearing loss syndrome,EFO:MONDO_0010403
X-linked non progressive cerebellar ataxia,EFO:MONDO_0010404
chromosome Xp11.22 duplication syndrome,EFO:MONDO_0010406
"intellectual disability, X-linked syndromic, Turner type",EFO:MONDO_0010407
